V1,V2,V3,V4,V5,V6,V7,V8
10062.497,10168.714,10237.725,10273.76,10338.259,10401.565,10458.839,10522.24
9969.484,9824.952,9811.683,9806.665,10120.436,9951.268,9911.076,9891.089
10022.55,10083.251,10108.218,10139.209,10231.807,10248.792,10262.678,10320.339
10039.769,10137.372,10182.058,10181.652,10269.571,10322.144,10355.158,10378.56
4629.5254,4629.819,4653.0576,4613.0166,4638.9907,4632.7847,4644.953,4612.7974
4621.284,4612.166,4642.618,4590.0386,4610.402,4598.805,4623.9673,4580.524
10075.857,10048.71,10076.934,10094.989,10137.922,10105.811,10111.934,10121.444
10013.381,10031.371,10045.195,10009.476,10051.202,10071.496,10060.334,10028.727
9923.872,9911.34,9934.538,10011.355,10133.636,10095.649,10099.112,10179.369
2754.463,2892.0078,2789.8528,2775.5967,2869.768,2958.9668,2891.6992,2832.1338
5423.0596,5609.669,5503.7056,5439.433,5559.7456,5655.012,5605.0713,5544.7275
5436.593,5724.74,5590.0796,5561.4243,5585.0166,5790.1577,5721.517,5687.4785
5900.1235,6178.104,6048.12,6052.0054,5827.1245,6096.3247,5934.618,6012.013
9738.406,10184.6875,10511.23,10170.3955,9820.486,10043.191,10389.392,10276.379
9828.903,10173.797,10420.101,10071.553,9788.28,10002.295,10246.177,10149.893
10877.992,13332.898,9215.312,10717.789,11222.1875,13714.309,9583.387,10872.079
10514.615,13070.636,9078.946,10508.634,10831.5625,13422.777,9426.191,10667.875
11067.084,13150.05,9474.247,10613.754,11383.609,13530.369,9812.585,10745.539
10625.207,13035.846,9141.858,10539.844,10971.576,13400.154,9511.386,10682.709
1034.6025,1194.3103,979.09143,1008.93536,1061.87,1221.1611,1004.7605,1017.4333
702.9775,707.79236,685.3522,701.76135,701.27057,718.85504,689.7102,704.08813
799.58093,858.0521,750.6761,836.72003,811.3268,874.50854,768.2036,839.1763
11325.427,14426.636,11933.194,12572.201,12444.124,15479.129,12951.944,13384.375
12280.091,15808.805,12877.996,13032.613,13458.282,17002.21,13972.301,13971.372
6992.676,7029.63,6970.6875,7112.185,6955.9326,7119.6963,6990.541,7112.8535
11043.882,11146.975,11212.355,11275.753,11350.439,11426.965,11472.318,11551.829
7528.6333,7431.325,7424.212,7583.3647,7469.6206,7504.5947,7455.116,7520.172
730.20654,740.396,746.05457,743.7859,729.6784,751.1626,751.348,743.9539
11084.938,11163.746,11223.8545,11294.486,11396.668,11442.638,11486.836,11563.197
13609.722,14078.812,14446.375,14698.092,14968.666,15317.641,15603.133,15894.329
1303.2719,1337.3817,1310.1458,1330.5688,1317.0977,1378.3839,1359.4446,1359.2253
1231.7944,1283.1398,1258.678,1302.3483,1251.0149,1331.0515,1311.5642,1319.2639
11893.8545,8857.496,11468.912,8623.0,11872.167,9160.894,11615.465,8809.519
1719.1636,1760.1958,1741.7867,1964.9697,1753.3268,1776.7793,1770.0338,1986.2689
7778.216,8131.391,8070.1387,7336.5913,7846.643,8211.627,8132.601,7373.298
15929.081,15811.258,15878.116,15947.132,16013.929,15867.489,15924.181,16017.451
2511.8176,2472.6482,2464.4265,2537.1953,2490.9565,2453.162,2429.664,2515.8572
10684.295,12259.904,11077.224,8017.8286,10813.098,12733.424,11363.499,8006.707
5750.26,5957.848,6857.26,6052.9243,5802.5894,5978.047,6868.9053,6114.69
3581.4216,3619.1926,3595.2468,3590.0842,3614.582,3659.1392,3623.2646,3626.8008
3102.5046,3086.2812,3188.0347,3214.3723,3190.1184,3156.2988,3253.8025,3286.3018
858.01184,1585.1621,5905.533,1935.0287,1092.7329,1677.2737,5954.254,2235.33
1635.0623,1642.4569,1658.757,1649.3748,1648.5486,1656.5743,1667.8717,1661.727
1467.561,1468.4457,1467.1221,1468.1956,1477.2738,1477.8751,1472.4785,1472.0422
1631.7334,1633.8223,1655.9031,1667.3772,1674.5251,1670.4055,1689.4546,1703.8252
1447.7843,1460.0916,1529.4297,1484.4744,1461.569,1472.5717,1537.4625,1498.1288
1653.8209,1643.8224,1696.524,1719.4877,1704.6882,1686.1166,1736.9501,1763.5724
1489.0076,1716.0363,2545.3052,1824.3619,1524.5115,1769.1779,2576.2668,1967.3317
6033.187,6028.653,6034.8867,6080.7363,6038.086,6020.184,6028.0923,6069.4297
4635.1577,4721.6577,5074.5327,4804.196,4669.3037,4748.5703,5092.5522,4862.6904
2256.6086,3024.5864,6130.6704,3297.437,2438.2546,3172.0469,6236.3286,3597.9333
1473.9836,1499.9413,1609.5277,1530.228,1482.9337,1507.211,1613.3259,1546.7245
563.1825,607.7401,537.1117,634.889,598.5437,638.63324,574.09595,668.45215
3138.201,3166.2478,3165.2185,3197.57,3215.516,3238.3008,3231.5554,3266.9097
17413.07,17627.787,17412.191,17740.69,17922.65,18075.012,17806.94,18122.523
1181.4666,1161.2426,1117.9827,1155.4434,1189.0746,1172.4911,1128.7545,1158.9323
1110.2313,1114.7925,1113.7863,1117.0449,1106.1422,1115.5514,1114.1594,1118.7661
2589.9136,2560.927,2422.2063,2469.433,2555.342,2577.6472,2419.6067,2402.002
2571.2139,2533.8857,2535.6758,2527.901,2515.178,2520.1719,2511.3396,2462.1255
9037.685,9926.669,9955.486,10334.436,9974.133,10838.868,10782.569,11119.893
1266.2076,1262.5071,1268.7041,1254.803,1263.6627,1263.5354,1268.0392,1255.0385
3894.046,4002.994,3898.769,3876.965,3941.2954,4031.9844,3917.4854,3903.047
3825.804,3845.3228,3878.3967,3860.9893,3889.6025,3890.8733,3914.1003,3902.7793
6304.5376,6803.1353,6185.3135,6331.47,6465.6562,6968.015,6319.3853,6486.474
6464.413,6504.0107,6459.6104,6467.3843,6518.4697,6519.258,6464.094,6504.7173
2359.2976,2425.2522,2414.8967,2428.1687,2465.702,2514.9238,2494.0205,2524.2913
3779.4004,3866.7488,3780.6992,3790.6804,3867.4648,3931.269,3831.38,3853.5251
5036.5957,5235.063,4899.7627,4998.9043,5078.8374,5241.058,4910.9917,5032.331
5240.126,5276.5337,5241.9824,5256.2827,5253.1143,5255.584,5209.9917,5271.6987
1923.7788,1919.5317,1981.0745,1927.1566,1958.2319,1881.4155,1917.517,1932.9375
4987.5596,5219.8955,4872.1216,4972.4844,5032.0884,5225.305,4888.1943,5006.9873
5241.412,5320.901,5242.5454,5292.779,5284.669,5315.051,5238.4307,5324.6797
1818.467,1890.4713,1886.9996,1841.7312,1832.5515,1843.9835,1816.6763,1847.4811
1818.3948,1885.5502,1892.2924,1848.1859,1829.3102,1835.7483,1819.8755,1852.2605
2755.7236,2878.1719,2837.5193,2721.2197,2734.8816,2865.8171,2785.8535,2700.1003
4490.4336,4521.051,4551.6807,4572.747,4636.1304,4628.0405,4645.7056,4684.3115
2755.2283,2922.3489,2847.6416,2722.4304,2725.7998,2908.6873,2795.0034,2697.9365
2785.7554,2671.2646,2748.7512,2609.9636,2742.9153,2654.4094,2685.9958,2552.6729
1394.9746,1442.4065,1431.8313,1411.7656,1471.1876,1493.7462,1475.1635,1477.1244
1449.4686,1495.1965,1527.7407,1546.3014,1575.228,1596.4468,1622.6276,1662.7336
1418.8392,1453.8374,1509.8975,1512.32,1529.9125,1530.8475,1581.8408,1595.2764
3933.0984,4039.2764,3996.9229,3973.0605,3929.561,4052.0356,4008.9927,3963.528
3980.8354,3958.3574,3938.004,3990.3396,3958.8782,3960.5916,3935.1064,3972.7444
3962.909,4053.4387,4033.2356,3984.3347,3970.388,4080.0117,4063.2664,3987.181
4005.6533,4008.0273,4025.5698,4024.0317,4010.3662,4033.1719,4053.8818,4023.9294
2725.0476,2668.5132,2636.1826,2651.3354,2802.7756,2736.723,2689.5022,2697.7017
2675.2078,2680.783,2738.7378,2741.8645,2752.3572,2750.9963,2798.4734,2811.9792
8922.405,8662.642,9084.752,8473.389,9035.31,8637.131,8999.458,8423.986
8909.322,8668.793,9062.032,8518.675,8989.091,8595.7705,8959.391,8422.206
9091.901,8897.83,9055.145,8850.914,9129.695,8806.278,8933.437,8725.828
3906.427,4010.99,3935.054,3903.7427,3987.1262,4078.9595,3986.2075,3971.0066
9069.361,8864.598,9098.285,8888.826,9170.904,8812.048,9006.112,8791.341
2382.9275,2404.3794,2424.6885,2430.1067,2464.8958,2469.2156,2481.6548,2494.8381
3827.4788,3850.8289,3876.9954,3855.2654,3890.665,3897.0376,3909.7566,3897.5518
1256.0375,1252.865,1245.8528,1271.3126,1251.9287,1252.4163,1245.4664,1270.7394
3917.4568,3923.2427,3957.1575,3931.8672,3955.2158,3937.5132,3962.3213,3940.6235
2600.0762,2785.6626,2539.644,2538.2273,2609.9163,2785.6863,2532.0793,2532.365
2660.1865,2668.299,2659.1138,2656.962,2668.454,2658.905,2641.531,2664.1614
999.9197,999.6532,1015.71545,987.30286,998.21747,993.64124,1012.7521,984.19794
1240.0658,1267.6538,1243.1448,1230.2751,1266.2275,1290.3143,1255.1046,1243.7385
2585.3303,2752.8098,2560.1013,2537.8262,2613.7217,2771.9211,2565.212,2551.6504
10056.136,10101.878,10223.463,9965.866,10104.541,10086.848,10229.308,9991.922
2661.269,2672.456,2681.0273,2665.1768,2682.6802,2669.535,2670.9321,2676.4
5331.26,5789.2354,5309.023,5150.8403,5360.545,5829.64,5329.079,5160.866
12052.176,12357.714,12168.939,12284.631,12308.014,12596.453,12303.914,12444.635
5415.9854,5449.3823,5368.9727,5412.304,5469.7964,5479.2153,5383.7837,5446.093
5286.533,5670.472,5222.095,5213.7065,5344.4272,5735.9062,5265.046,5264.91
4035.8152,4276.4004,4163.103,4130.8394,4056.5593,4336.359,4223.8853,4148.063
1262.9666,1318.7617,1298.9951,1278.8049,1273.0479,1322.4846,1299.019,1280.9474
8237.033,8461.506,8596.345,8608.106,8843.368,9008.244,9097.772,9147.068
4274.691,4252.7983,4264.551,4352.6685,4271.0493,4304.8535,4314.036,4364.1743
8181.0137,8494.241,8498.49,8745.799,8793.505,9027.766,8992.77,9275.1
13070.077,13740.884,13311.206,13229.599,13519.382,14049.535,13585.047,13422.915
4245.5127,4240.616,4268.6606,4368.187,4252.625,4292.477,4318.7344,4374.888
8175.5054,8358.867,8462.317,8493.332,8709.847,8852.51,8901.871,8991.931
6356.2354,6790.8784,6093.831,6211.6904,6405.3965,6855.908,6129.2485,6269.8486
6508.406,6552.8276,6574.461,6504.8516,6615.546,6614.845,6621.4424,6566.686
1641.5586,1660.7374,1678.9331,1670.8685,1669.5183,1665.2781,1680.797,1685.0946
3683.773,3729.5461,3695.0537,3697.3203,3757.6587,3780.6074,3721.4043,3730.0479
9876.743,9916.649,9889.16,9869.172,9873.691,9896.474,9866.099,9858.629
993.9353,998.20374,998.389,994.3292,994.77856,997.4393,997.8072,994.38025
989.89386,987.9977,990.2848,993.67773,985.72925,989.4031,989.68066,994.25464
1003.70306,961.5759,967.32404,1017.3194,984.9517,950.04486,950.4124,1003.80084
992.0294,978.21277,967.22034,966.5271,980.74414,965.91815,948.824,955.7505
993.0992,992.97363,997.20905,994.3955,993.0961,990.1398,992.22906,995.7898
1005.7104,1021.50214,1011.46094,1008.4587,1017.5785,1020.4944,1010.85443,1012.83704
1065.278,1073.4928,1077.383,1052.95,1073.1473,1081.2408,1083.5944,1054.2804
1018.9846,1018.03784,1024.4899,1021.4106,1021.37976,1030.3683,1032.7068,1023.5215
1009.27167,1004.7674,1010.20935,1015.3894,1010.18506,1008.71954,1010.71533,1013.51855
992.10333,1003.90247,1003.4342,1003.6589,1008.7992,1010.73364,1010.23865,1013.49603
9962.778,10482.673,9600.319,9800.984,10005.131,10526.2705,9637.676,9818.347
10137.723,11033.578,9411.776,9696.641,10247.98,11179.6455,9554.669,9769.962
10111.184,10630.661,10152.515,10592.162,10345.323,10805.464,10316.675,10787.492
998.95325,1060.5159,972.8974,973.62305,1008.22644,1071.2865,982.684,977.088
1003.9419,1004.9536,1006.9767,1011.54926,1006.1585,1010.4483,1010.7378,1015.3695
1018.05383,953.4209,943.40717,998.9136,1016.36035,951.46277,937.061,989.44495
10073.057,9991.882,10428.962,10473.834,10439.203,10249.733,10680.453,10814.172
1005.56287,993.11414,995.0874,1004.6152,1006.585,990.85486,990.342,1003.97375
1052.6923,1029.0073,1001.11316,1033.7986,1071.7712,1033.5536,1005.95886,1039.6323
1043.7776,1030.9653,1041.0775,1044.5809,1045.2083,1043.2358,1048.2501,1045.6533
1002.23,1001.5585,998.34534,998.54565,1003.2974,1004.94885,997.91907,994.9322
994.1682,1025.7748,981.39545,973.4645,1012.9825,1037.5874,990.6535,982.8043
1253.186,1613.6572,1340.156,1351.9357,1386.6465,1750.5049,1464.6256,1461.0835
13565.775,14095.961,14363.426,14669.118,14892.004,15285.424,15486.986,15862.359
7320.2495,7591.214,7381.4746,7539.4824,7521.917,7770.177,7556.5767,7755.367
7415.087,7515.575,7554.8765,7565.113,7618.375,7693.5293,7724.708,7760.5176
6739.218,8480.173,6304.0645,9185.973,6701.526,8431.6045,6344.224,9360.889
15334.623,15385.556,15347.321,15523.649,15652.609,15690.053,15621.414,15821.453
14347.032,14216.844,14499.33,14432.503,14615.051,14468.586,14712.136,14744.848
4090.2502,4168.643,4275.7983,4409.96,4486.293,4544.4204,4601.2095,4763.3
19514.424,19311.713,19860.824,19782.719,19522.832,19261.016,19800.4,19755.18
3458.9412,3458.7578,3466.2812,3470.348,3468.2705,3466.9612,3473.9712,3482.2334
15850.241,15873.479,15958.661,15858.637,15834.792,15886.322,15971.59,15890.628
5089.4585,5111.1724,5121.4526,5115.8525,5106.958,5116.722,5127.59,5127.929
9102.822,8222.635,8082.934,9124.111,9506.902,8545.843,8384.557,9396.833
1419.8218,1383.6108,1573.25,1332.1259,1431.168,1399.8654,1579.2352,1345.0046
4313.7573,4312.1465,4317.287,4367.4727,4383.2437,4355.529,4348.13,4397.8125
6854.493,6921.993,6903.1553,7035.637,6948.906,7013.634,6983.6978,7118.34
3967.6865,3434.1423,4821.7754,3410.5613,3953.8027,3451.3381,4782.8193,3454.6887
1870.6195,1922.3103,1927.7561,1936.2798,1893.937,1905.019,1929.5779,1947.9263
8143.237,7899.757,7430.512,7301.1934,8208.731,8034.086,7517.6367,7335.9897
11788.928,13309.983,11643.151,8463.5625,11970.128,13924.437,12017.9375,8497.863
10677.111,10904.179,12067.93,11176.645,10766.456,10973.947,12104.492,11318.192
2243.1074,2091.945,2196.6348,2080.543,2249.6667,2103.475,2192.692,2085.122
12007.143,11465.762,13096.295,10985.445,12085.582,11606.065,13155.764,11117.925
11228.471,12401.35,10789.99,8052.926,11373.662,12992.271,11099.117,8103.218
4524.8853,4559.527,4446.372,4565.0645,4597.2183,4674.999,4526.828,4660.66
8314.339,8271.653,7344.1006,8388.387,8331.367,8279.059,7325.2324,8291.889
1225.9629,1234.3282,1415.9465,1071.9939,1215.146,1251.6516,1412.0986,1064.1786
4457.541,4535.851,4935.1445,4613.2017,4498.663,4566.904,4957.6914,4672.1714
1521.787,1527.018,1530.383,1533.8434,1539.4994,1542.6215,1544.4297,1549.7998
1579.09,1584.1641,1587.4613,1591.1265,1595.633,1599.2974,1601.124,1605.9695
1533.3378,1539.2391,1544.7203,1554.1497,1552.9465,1555.4221,1559.7421,1570.0085
1569.2401,1572.5468,1575.309,1577.8276,1582.1,1583.7017,1585.0464,1588.6271
469.93896,471.88867,471.70532,472.74478,469.15268,473.31616,473.51367,475.69757
1314.7544,1334.8972,1349.3982,1367.1595,1391.6896,1397.3198,1404.7837,1430.8324
3610.999,3677.101,3677.1055,3683.5857,3635.688,3674.8691,3679.848,3705.925
1012.59344,1014.6679,1013.99414,1014.5922,1013.5069,1014.6808,1014.08307,1015.2645
1004.59985,1008.39813,1008.08673,1008.4192,1006.5326,1007.6737,1007.68677,1010.01886
10101.984,10080.109,10065.202,10079.372,10080.428,10075.673,10054.816,10074.124
3389.1123,3406.0784,3419.0754,3436.1396,3447.792,3461.5193,3469.1008,3491.243
4442.1465,4566.2397,4588.501,4609.8696,4634.3896,4738.411,4744.0874,4797.66
3876.0266,3882.4983,3932.4036,3943.2754,3961.8853,3959.1724,3998.564,4012.9988
3875.4875,3875.203,3902.8762,3922.136,3912.4053,3905.0952,3928.3755,3952.538
2376.2983,2386.353,2401.134,2413.117,2421.7046,2429.4082,2439.1309,2456.3594
9880.013,9888.401,9911.038,9941.333,9897.817,9881.571,9904.419,9943.878
10225.118,10272.234,10380.449,10553.185,10573.071,10571.007,10650.185,10870.952
1849.0067,2053.6187,1996.5632,2089.5535,1870.1661,2060.8718,2008.2285,2113.3308
5234.529,5533.882,4769.4707,4791.0503,5260.2476,5610.119,4830.7744,4784.2544
2171.5293,2215.6628,2278.1401,2334.39,2173.7524,2203.8984,2267.6465,2332.2134
5241.003,5208.5923,5187.6523,5243.766,5272.381,5236.643,5218.179,5254.168
2248.4731,2464.4546,2395.563,2404.6697,2364.9978,2560.2334,2488.393,2569.9426
2497.7368,2699.0713,2634.2888,2639.008,2581.5918,2768.9229,2701.3494,2777.8977
4637.228,4541.652,4670.149,4711.6606,4611.287,4546.753,4649.841,4668.7544
6435.406,6733.196,6648.873,6282.858,6550.883,6772.9395,6720.9355,6304.376
7292.782,7258.185,7298.3105,7337.2285,7307.1494,7270.809,7321.7886,7339.17
4202.463,6405.2114,4891.559,3768.6792,4336.1885,6515.403,5029.3994,3812.5337
7824.3486,7813.3193,7091.133,7340.938,7840.3267,7839.3325,7113.425,7342.7456
7244.066,7655.0376,7378.961,6974.899,7332.5273,7654.806,7422.4346,6976.5005
4809.758,5158.93,4971.2236,4470.3887,4847.788,5133.322,4967.5513,4471.9375
7847.0654,7752.8115,7836.194,7869.7373,7877.485,7736.5903,7847.572,7883.085
1159.0386,1177.7914,1176.4431,1171.1974,1154.8927,1173.8723,1169.4421,1171.2269
1196.4457,1318.08,1227.6842,1271.1022,1202.2561,1310.9551,1222.4646,1269.8362
1051.5201,1150.5173,1042.168,1074.6105,1049.702,1144.0881,1033.628,1076.0598
2044.4014,2338.7432,1941.5537,1924.9696,2079.249,2378.8677,1983.8741,1938.8657
1086.8313,1090.6573,1090.593,1084.2294,1082.1383,1083.2355,1079.6958,1086.8367
2850.2417,3024.0684,2910.85,2723.5796,2930.5837,3043.476,2954.198,2755.2341
4192.154,4330.775,4200.3687,4013.9153,4265.888,4358.5503,4248.0874,4041.5122
3443.5005,3425.991,3438.5496,3436.9685,3443.463,3453.8098,3464.6694,3451.0688
2852.494,4117.093,3192.9375,2667.501,2954.1455,4175.096,3279.253,2691.8096
3143.52,3467.127,3259.0984,2952.744,3207.209,3470.1838,3294.792,2971.1616
4583.7173,4867.7637,4691.1514,4518.1016,4685.427,4875.259,4745.076,4539.728
10171.555,10693.892,11272.29,11719.345,10269.827,10671.785,11276.207,11752.86
9013.451,9527.422,10116.612,10592.506,9046.196,9449.908,10073.781,10577.357
2744.2854,2599.4294,2441.3613,2566.796,2759.686,2628.9805,2443.352,2539.8665
2613.5498,2438.1475,2717.6333,2601.3987,2589.5005,2436.5361,2681.4875,2572.1438
3869.0288,3834.9617,3836.2224,3861.6128,3863.094,3811.6973,3816.509,3836.63
2419.6775,3093.3713,2540.23,2186.7217,2572.4958,3250.7002,2669.3796,2284.497
1393.6746,2209.8628,1677.9863,1216.4049,1496.8448,2307.912,1767.5891,1272.9277
1546.8118,1577.9194,1609.3075,1525.6322,1535.7625,1538.0117,1568.0275,1494.4948
2213.8499,2016.082,2271.812,2363.8967,2204.714,2012.1497,2252.0444,2366.4978
1448.354,1695.1069,1558.1609,1338.3704,1495.1012,1754.5208,1622.4766,1360.9437
759.56714,792.33954,805.29,793.735,771.4273,813.07434,825.51746,799.7186
1179.3082,924.79193,790.0093,967.2019,1173.2943,942.04865,794.92944,970.3795
3361.937,2816.4639,2435.1643,4005.1028,3520.621,2709.4336,2369.562,4637.456
3761.8708,3611.8528,4236.04,3920.0981,3794.1934,3678.5598,4257.788,3708.667
834.9458,1351.1752,686.6557,882.5176,905.655,1437.0409,772.9618,877.5228
558.42737,573.9923,594.8024,603.9296,574.409,599.54065,612.94214,627.6062
2666.0073,2733.003,2807.771,2649.8115,2630.0833,2732.7883,2797.5781,2610.8684
507.19333,625.70264,407.43585,568.28107,543.5376,676.89014,456.69266,583.17706
3213.896,3298.8308,3398.2502,3182.945,3161.5059,3288.8562,3379.188,3186.1477
3718.5312,3699.4155,3716.6304,3693.1865,3927.8274,3880.731,3864.4028,3896.5115
4622.9697,4284.245,4632.9326,5057.827,4775.366,4377.704,4708.311,5248.7275
4145.201,4190.2153,4634.986,4414.42,4289.07,4262.454,4699.572,4522.411
1001.7333,977.0679,1004.5079,1019.10767,1005.7114,990.34906,1013.57574,1026.7689
4044.6274,4185.0854,4085.1423,3962.648,4062.029,4196.959,4110.6006,3982.71
1718.9546,1814.3564,2058.9377,1924.8109,1763.666,1731.3319,2036.111,1896.1046
5352.5127,9175.039,7165.576,7402.0757,6005.8887,9469.9795,7715.3857,7847.5454
5288.536,5296.1733,5260.3716,5253.171,5318.3345,5305.4106,5264.081,5254.838
9932.648,10040.894,10091.3125,10117.284,10025.437,10087.791,10129.703,10134.734
6823.343,6810.552,6842.708,6866.9717,6826.023,6828.294,6854.783,6852.955
1011.66016,1004.66254,1005.0145,1013.405,1007.16125,1006.7787,1006.0097,1012.3291
10127.965,10103.075,10126.741,10139.633,10103.328,10128.789,10147.753,10143.829
9778.175,9836.917,9945.882,9963.58,9943.854,9963.777,10057.836,10107.279
9676.662,9766.303,9770.354,9765.04,9755.286,9804.003,9791.781,9816.592
3491.0676,3399.8047,3461.1016,3510.2808,3534.545,3522.232,3579.1646,3509.5466
3821.0042,3790.961,3761.2932,3811.3628,3786.4956,3774.3254,3730.3435,3777.172
5618.9795,5607.4326,5631.807,5637.0273,5637.5674,5615.0464,5631.3,5635.4624
10170.98,10133.138,10189.662,10208.811,10131.016,10185.623,10227.65,10215.483
9844.211,9904.756,9946.253,9953.28,9858.842,9874.512,9913.416,9918.688
10128.688,10101.143,10027.2705,10093.957,10103.414,10125.217,10045.141,10095.652
9951.723,10043.195,10113.671,10108.346,10180.39,10235.215,10270.711,10295.949
10109.276,10085.776,10101.637,10103.494,10092.012,10103.363,10111.88,10097.042
9995.84,10085.977,9999.169,10107.747,9983.0205,10064.844,9948.539,10033.972
10199.826,10173.203,10202.745,10219.322,10170.983,10203.04,10226.811,10223.274
9606.528,9799.281,9722.375,9694.066,9602.217,9778.643,9700.234,9668.051
3361.961,3351.1382,3373.8613,3378.3188,3380.661,3376.05,3400.9683,3388.8447
10166.767,10133.461,10191.338,10206.916,10121.497,10185.941,10228.037,10211.86
9801.007,9839.962,9836.309,9854.637,9801.112,9807.113,9798.631,9813.743
10064.186,10047.787,10067.267,10089.693,10052.488,10074.258,10091.278,10097.799
9890.672,10008.858,10072.315,10053.656,10135.43,10192.582,10230.557,10240.363
10113.4795,10086.792,10100.62,10106.037,10092.406,10103.46,10109.279,10098.274
10018.505,10060.269,10027.212,10140.248,10015.736,10036.53,9975.221,10074.896
4257.4883,4366.5884,4311.0015,4230.4097,4302.8145,4407.6714,4359.731,4255.122
10252.446,10251.048,10272.189,10264.453,10229.166,10293.393,10305.77,10276.053
9690.472,9826.951,9746.931,9693.428,9732.781,9811.567,9729.689,9692.909
3152.5525,3177.2542,3183.2107,3171.1387,3157.3179,3181.9304,3184.5706,3170.4817
1709.6838,1701.0723,1778.2776,1722.4421,1795.688,1792.4015,1825.8917,1731.1981
1281.5304,1286.6926,1288.4316,1291.9156,1296.3234,1300.766,1301.0948,1305.7626
2968.6816,3012.3765,3058.7334,3036.4905,3041.0723,3076.7295,3112.729,3098.1057
5920.9863,6002.116,6032.4404,6036.9336,6088.4976,6153.4106,6167.929,6206.1187
9826.992,9780.023,9798.916,9816.038,9831.196,9757.406,9753.699,9793.806
4617.2026,4602.8594,4625.0166,4611.769,4613.2974,4608.994,4631.212,4614.133
4213.733,4182.0225,4186.6064,4192.344,4197.419,4188.1914,4184.9233,4186.3594
4721.7896,4787.799,4840.8994,4827.9155,4860.501,4911.0674,4942.3926,4949.7695
5411.0845,5472.467,5427.8813,5480.898,5485.0522,5501.252,5434.567,5486.881
1068.4319,1228.1138,1143.6394,1167.3737,1079.3774,1228.9121,1146.2557,1169.8164
3833.1729,5164.245,3937.7988,3657.7336,3976.9082,5274.8535,4082.3728,3676.0024
8983.188,9632.299,10212.638,10675.019,9035.115,9555.1,10170.143,10665.234
3123.1213,2909.8792,2611.3892,2731.8137,3108.7722,2942.0247,2620.979,2734.3445
3937.7156,3755.9321,3564.8887,3784.7607,3946.9365,3766.789,3571.6267,3760.4824
3786.2793,3718.8428,3706.3499,3814.7798,3798.5615,3730.6877,3689.6768,3791.4622
8833.698,8279.631,8812.071,9480.277,8855.365,8292.513,8803.372,9449.641
2320.8723,2260.3862,2302.49,2319.9465,2359.47,2348.7876,2392.6096,2327.0251
2254.6401,2160.8318,2180.201,2269.9092,2251.4946,2178.7976,2189.9893,2261.3567
8887.908,9203.141,9101.973,9549.242,9193.988,9468.739,9460.746,9752.617
5687.8315,5732.2095,5817.171,5924.291,5997.199,5996.431,6044.8047,6192.467
774.89453,764.46436,768.2739,791.62415,784.3069,777.6417,786.7754,813.048
9243.299,9195.693,9379.297,9262.183,9256.939,9166.579,9323.354,9230.119
4815.641,4828.207,4872.4277,4836.737,4824.435,4824.6123,4868.5415,4832.1357
2027.5359,2058.8865,2038.1154,2096.9019,2031.8374,2042.4979,2019.2063,2079.4424
11860.14,11745.093,11837.769,11826.187,11840.942,11700.571,11777.615,11793.3545
3023.9639,12403.209,3453.265,9051.446,3869.7622,13516.252,4721.261,9842.477
9780.202,7249.4385,5571.1113,7956.942,9952.602,7492.073,5742.0903,8020.1562
13154.648,13564.2,12173.2295,14344.803,13277.42,13780.288,12465.465,14431.083
3009.5908,2939.42,3105.5376,2966.433,3019.7559,2934.4932,3094.9465,2987.5454
7008.571,6410.1177,6745.4897,6888.648,6944.1167,6274.978,6628.316,6722.1353
4539.7764,4523.236,4573.768,4550.3223,4513.575,4533.986,4548.916,4511.9805
2837.9675,2828.8572,2902.7217,3478.5093,2998.1387,3228.14,3259.047,3598.3923
2642.1042,2648.159,2658.1963,2697.7183,2669.4707,2672.8535,2672.328,2707.4006
6727.446,6615.27,6750.52,6813.0654,6928.1606,6750.1367,6861.283,6907.4834
8370.097,8119.1357,7838.0596,8166.6455,8397.534,8233.659,7921.6064,8156.9067
5703.693,5464.517,5565.7104,5758.9966,5752.5317,5466.9165,5559.8965,5764.227
14704.131,14929.281,14891.051,15817.742,15307.686,15421.5625,15344.459,16227.529
2148.747,2160.162,2160.8906,2151.81,2153.5884,2170.9106,2175.736,2165.5364
2047.0776,1924.8745,1979.451,2028.4474,1941.037,1930.5037,1959.7068,2020.1892
1035.7301,1038.1283,1045.673,1037.5383,1033.2473,1033.5502,1042.66,1036.9355
8839.595,8824.612,8840.166,8837.905,8846.003,8832.44,8847.341,8844.839
13099.617,13196.833,13345.434,13221.906,13124.695,13212.695,13387.76,13250.914
3476.8574,3466.8845,3505.1162,3481.3154,3473.892,3472.601,3514.8293,3495.3044
1041.0157,1043.6168,1049.032,1040.5977,1039.162,1039.7366,1046.4927,1040.7924
2893.1658,2877.1873,2916.9395,2919.58,2888.8281,2861.4663,2907.0686,2910.9731
8695.608,8695.481,8858.27,8703.895,8621.461,8662.79,8805.771,8676.067
7242.8677,7250.5107,7196.905,7389.2197,7275.7495,7283.504,7235.3994,7416.2417
3540.4185,3575.0242,3590.9385,3569.1086,3556.748,3598.246,3615.0854,3584.1614
14571.555,13958.715,14337.062,15097.006,14482.206,13886.476,14173.825,14973.797
2274.024,2235.2942,2102.4524,2215.1611,2305.7249,2275.8274,2136.9524,2226.8752
5334.5645,5392.09,5354.207,5420.1514,5304.4424,5387.7085,5340.812,5401.801
