V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
18.401295,17.96185,17.459595,16.950863,16.7817,17.027235,17.985079,19.883978,21.383677,22.61252,23.696299,24.477575,25.32521,25.793978,26.112812,26.010185,26.042484,25.518171,24.932373,23.455212,21.748428,20.493956,19.800283,18.89638,18.37741,17.777433,17.221134,16.994171,16.789812,16.43883,17.952492,20.033625,21.29287,22.855753,24.065178,24.728926,25.390781,25.721424,26.329115,26.438406,26.338907,25.851933,25.24018,23.260109,21.746618,20.08228,19.491968,18.686207
17.95506,17.640963,17.196049,16.751215,16.60272,16.301922,16.52488,18.113014,19.693079,21.184034,22.23762,22.949764,23.682024,24.027203,24.2013,24.247377,24.47341,24.19622,23.957249,22.976576,21.69721,20.214985,19.317432,18.358215,17.927113,17.467941,16.962105,16.786476,16.535526,15.789127,16.417181,18.083282,19.607351,21.323029,22.54409,23.165447,23.682352,23.903456,24.412567,24.528751,24.644848,24.433825,24.18594,22.903912,21.642878,19.815187,18.958658,18.164143
18.680037,18.194075,17.621439,17.109867,16.846622,16.917538,17.585178,19.242306,20.698288,22.029594,23.164463,23.938736,24.875996,25.361364,25.679873,25.609169,25.603218,25.183823,24.632929,23.256916,21.751183,20.652355,19.992151,19.137451,18.561745,17.924023,17.320509,17.071247,16.80042,16.298716,17.461273,19.265154,20.541742,22.143982,23.413727,24.099049,24.775326,25.19535,25.77652,25.859028,25.746334,25.345587,24.781366,22.942022,21.580242,20.105986,19.5602,18.80275
14.624315,14.431266,14.182066,13.976776,14.495373,15.853842,17.32511,19.350521,20.803068,21.7884,22.485931,22.981127,23.311264,23.304974,23.07357,22.225391,21.559847,20.334146,18.871006,17.263271,16.201536,15.586868,15.152062,14.704446,14.544638,14.26711,13.967883,14.070042,14.693102,15.577087,17.527407,19.545918,20.499973,22.134214,22.9846,23.099857,23.473217,23.003208,23.015406,22.594551,21.800217,20.600922,19.10693,17.030405,16.209244,15.172897,14.988017,14.46201
18.35372,17.884571,17.356606,16.979584,16.840265,16.634903,16.680681,18.088629,19.567003,21.299881,22.848124,24.013618,25.18739,25.792294,26.210201,26.213627,26.319185,25.722696,25.175314,23.76654,22.183271,20.77679,19.912033,18.864555,18.273792,17.62957,17.059645,16.94675,16.718521,16.001371,16.454067,18.038298,19.451605,21.438763,23.230062,24.256172,25.118305,25.69344,26.469786,26.61226,26.504221,26.007523,25.426691,23.614012,22.121317,20.269217,19.422031,18.55256
17.089563,16.818407,16.489582,16.134073,15.919508,16.00713,16.646366,18.695417,20.283426,21.729572,22.884235,23.760687,24.657028,25.118292,25.421291,25.212502,25.121008,24.399263,23.325222,21.378777,19.802055,18.823837,18.294016,17.387947,16.945692,16.550688,16.198961,16.148153,15.909945,15.365101,16.543434,18.719095,20.146233,21.923573,23.300133,23.989605,24.689754,24.927786,25.54517,25.5969,25.384878,24.65896,23.559809,21.041885,19.642193,18.329094,17.885416,17.039011
18.73874,18.209518,17.659283,17.299818,17.126171,16.929285,17.104345,18.484598,19.896914,21.408918,22.700338,23.580889,24.58697,25.152756,25.562014,25.65533,25.838282,25.461311,25.012684,23.654709,22.155811,20.86392,20.106232,19.174574,18.544514,17.887905,17.317522,17.21185,16.992514,16.272102,16.83173,18.371525,19.743912,21.48866,22.952059,23.754898,24.493876,25.048674,25.751616,25.956379,26.0211,25.68328,25.204546,23.4374,21.981588,20.295818,19.572437,18.754427
17.55864,17.189287,16.783182,16.467598,16.346716,16.309982,16.6285,18.121174,19.525116,20.905764,22.056133,22.862839,23.74865,24.199203,24.520454,24.421997,24.481255,24.019455,23.385578,21.869528,20.316309,19.284977,18.72503,17.95727,17.46422,16.95806,16.525486,16.461765,16.284792,15.753084,16.473999,18.114574,19.426882,21.096518,22.390427,23.090454,23.717989,24.096716,24.674915,24.75477,24.674595,24.239704,23.593859,21.61172,20.233965,18.833855,18.35316,17.662693
18.26937,17.691486,17.020088,16.554825,16.300238,15.917174,15.675842,16.976885,18.695068,20.735367,22.419127,23.574104,24.823385,25.426825,25.844723,25.901205,26.0405,25.506231,24.872667,23.245817,21.63471,20.399551,19.666746,18.795074,18.210043,17.479656,16.729208,16.527372,16.185246,15.262615,15.393372,16.85472,18.58077,20.87199,22.80922,23.849092,24.71244,25.286602,26.076344,26.256992,26.19722,25.742596,25.084309,23.031635,21.52992,19.857206,19.198189,18.508165
14.6479,13.780404,12.881146,12.279626,11.878059,11.3806,10.983086,10.652985,10.603684,11.206043,12.134068,13.052721,14.311429,15.2006645,15.935749,16.757257,17.411818,17.686323,17.88806,17.870775,17.70149,17.234558,16.705544,15.69825,14.695448,13.745565,12.788414,12.298841,11.760765,11.170029,10.741893,10.701034,10.797552,11.108254,12.190318,13.367937,14.310958,15.598,16.500818,17.011644,17.554995,17.904758,18.285353,18.009539,17.756779,17.156935,16.520178,15.608165
18.649097,17.804035,16.75431,15.860931,15.398135,15.1373005,15.636349,17.669453,19.678429,21.708023,23.51705,24.901993,26.623108,27.68026,28.437618,28.766138,29.143076,28.603685,27.8348,26.011063,24.265535,22.641832,21.347273,19.663805,18.564363,17.499805,16.362146,15.916752,15.344643,14.340809,15.438623,17.758524,19.645636,21.917746,23.971674,25.305079,26.62342,27.686777,28.909714,29.310047,29.462503,29.006329,28.277798,25.775463,24.101269,21.9649,20.783691,19.232422
17.395277,17.022003,16.517471,16.129038,15.964417,15.96937,16.177174,17.209265,18.506393,19.837027,20.986977,21.81755,22.669222,23.081821,23.308178,23.230164,23.238747,22.72868,22.174416,21.048748,19.862137,19.040993,18.599976,17.820667,17.338436,16.818691,16.287298,16.112951,15.924576,15.479578,16.039194,17.22581,18.39715,19.99025,21.289488,21.969925,22.642792,22.98136,23.45632,23.489277,23.365475,22.887085,22.367134,20.881872,19.828653,18.661457,18.25185,17.585657
28.47553,25.786915,22.520323,21.575077,22.340073,23.086567,24.066042,25.145933,26.341862,27.576248,28.349943,28.907795,28.18212,28.101707,26.613392,23.065605,21.071436,20.321566,21.516172,22.815563,24.062151,25.383215,25.619406,26.448349,25.89347,24.45393,23.348026,23.241169,24.366402,25.355366,25.931929,26.477121,26.851276,27.295444,27.405424,26.923714,26.5118,24.997934,24.205906,22.64046,21.233236,21.31828,21.676306,23.755413,24.429699,25.539629,24.451517,24.619987
14.603707,14.114512,13.471571,13.162436,13.42456,13.880024,13.89341,14.996785,15.713412,15.347395,15.766352,16.37749,16.551266,17.25718,17.511473,17.200426,16.495481,14.870273,13.987707,14.096311,13.760421,13.787156,14.161283,14.599911,14.808094,14.7008505,14.128259,14.634172,15.022122,15.135242,15.632593,16.07114,15.827068,15.310534,14.512109,15.012134,15.543514,15.900898,16.101147,16.615936,16.3443,15.269637,15.055878,14.7932415,14.788978,15.339238,15.410021,15.971585
20.45979,21.448008,23.635906,25.67854,27.342768,28.684261,29.772242,30.985954,31.183563,31.08791,30.458004,29.92405,28.393635,26.36647,24.573668,22.696306,21.32077,19.993307,19.275166,18.386625,17.421833,17.172028,17.7748,18.239073,18.95087,19.688,22.165878,24.105066,26.323498,27.506596,29.116302,30.267963,30.262589,31.396236,31.119427,30.267113,29.38344,27.111185,25.45653,24.161009,22.705843,21.057764,20.048676,18.819643,18.236305,17.287918,17.601425,17.38911
18.061527,17.560366,17.019075,16.642962,16.48244,16.220371,16.217041,17.727758,19.398155,21.143461,22.565142,23.621462,24.796782,25.40804,25.800724,25.78829,25.928,25.35619,24.68061,23.026604,21.349596,20.1594,19.497963,18.565002,17.98203,17.324883,16.7392,16.635603,16.41061,15.5928,15.992168,17.638342,19.284029,21.332314,22.95929,23.882944,24.747541,25.312597,26.040768,26.198437,26.149677,25.65723,24.925777,22.810604,21.268436,19.663925,19.038452,18.252373
16.862236,16.588526,16.198214,15.926908,15.8045635,15.668912,15.952943,17.45272,18.829327,20.09992,21.1428,21.922892,22.726639,23.11897,23.434212,23.345167,23.243656,22.697731,22.241085,21.010937,19.570503,18.45052,17.857016,17.162285,16.77686,16.369312,15.977043,15.914734,15.764471,15.149079,15.814443,17.385046,18.652863,20.209309,21.416449,22.052355,22.645975,22.915411,23.519188,23.590208,23.377815,22.84396,22.337463,20.795921,19.451803,17.96733,17.45729,16.878475
18.22498,17.78495,17.260893,16.90582,16.725048,16.578617,16.876514,18.399351,19.858389,21.306086,22.534782,23.422943,24.278717,24.73839,25.066628,25.023489,25.14416,24.672695,24.164225,22.86047,21.394054,20.194054,19.475178,18.66938,18.165623,17.579231,17.040268,16.91759,16.688389,16.026974,16.769867,18.393618,19.78332,21.478893,22.870262,23.616962,24.243208,24.612505,25.22565,25.361156,25.288067,24.919067,24.36923,22.673744,21.311451,19.704182,19.056355,18.387192
16.30166,16.377556,16.859789,17.712765,19.056622,20.483183,21.75215,23.094591,23.913996,24.547771,24.847784,24.996231,24.999882,24.685137,24.048824,22.919876,21.816372,20.440561,19.741201,18.844126,17.940765,17.370426,17.048298,16.526081,16.568325,16.416115,16.515305,17.329966,18.341438,19.107021,20.545492,22.150425,22.78389,24.168777,24.786173,24.934336,25.083416,24.422348,24.39155,23.833843,22.96873,21.669159,20.77369,19.417147,18.785164,17.812212,17.407055,16.831505
17.38092,16.978485,16.548004,16.145378,16.06822,16.404596,17.36882,19.252434,20.774366,22.02547,23.061594,23.81917,24.650822,25.064302,25.29028,25.09347,25.056181,24.496582,23.826532,22.293114,20.56319,19.319288,18.67717,17.85463,17.413067,16.8398,16.336142,16.216164,16.126965,15.872812,17.365582,19.411036,20.685863,22.302507,23.474878,24.109127,24.757078,24.974312,25.487041,25.52161,25.346035,24.814167,24.150639,22.08929,20.574234,18.915108,18.402258,17.693577
22.045292,22.693148,24.05731,25.134018,25.729774,26.243881,26.434301,26.67596,26.196365,25.474854,24.181261,23.16504,21.818403,20.52547,19.60217,18.485985,17.478613,16.895739,16.70316,16.553444,16.800968,17.686165,18.848516,19.89118,20.379934,21.358255,23.266518,24.228725,25.367428,26.014366,26.547626,26.657862,26.296091,26.108448,25.189827,23.889736,22.876684,21.218596,19.93586,19.142881,18.263968,17.482115,16.791702,16.588898,16.83305,17.201855,18.018072,18.588932
18.586946,18.206383,17.716887,17.338434,17.273272,17.097017,17.256384,18.822996,20.444714,22.068645,23.447102,24.41967,25.403076,25.91586,26.238123,26.25641,26.466057,25.978037,25.57516,24.305195,22.703806,21.015799,20.013144,19.046047,18.544027,18.01366,17.45936,17.365852,17.240648,16.526447,17.079565,18.749111,20.309046,22.259663,23.801056,24.649008,25.333673,25.74584,26.41539,26.565323,26.590023,26.18749,25.74197,24.154062,22.590693,20.46032,19.521166,18.724283
18.03499,17.696371,17.238123,16.770937,16.53857,16.61731,17.328869,19.039736,20.520054,21.780676,22.91929,23.744774,24.556442,24.97742,25.275137,25.16459,25.129808,24.555588,23.966728,22.638187,21.127268,19.90711,19.25357,18.419746,17.965418,17.481396,16.989704,16.756664,16.505774,16.033506,17.241276,19.133846,20.402622,21.971119,23.227766,23.927616,24.556902,24.826775,25.396769,25.4791,25.314543,24.788109,24.179375,22.434189,21.044163,19.436352,18.867357,18.143902
14.987985,14.779636,14.497881,14.423056,14.216999,14.29076,13.952761,14.087163,14.571289,16.08324,17.771358,19.146421,20.37223,20.809961,21.046875,20.829405,20.615519,19.605032,18.47391,17.01229,16.162832,15.726689,15.503511,15.107115,14.899517,14.599991,14.258576,14.321721,14.143621,13.87437,13.679974,14.076207,14.454203,16.134438,18.161062,19.316076,20.23075,20.687948,21.07637,21.07391,20.656979,19.684183,18.547737,16.798635,16.0455,15.34471,15.180304,14.814521
15.370491,15.172046,14.856597,14.706784,14.523583,14.472548,14.159216,14.839809,16.143518,17.757374,19.123816,20.137934,21.183508,21.608894,21.77985,21.576635,21.4686,20.641691,19.530323,17.85846,16.785576,16.319674,16.048527,15.5568695,15.37267,15.031541,14.66572,14.701374,14.5296,14.069959,14.013822,14.82548,16.055395,17.969276,19.532598,20.35802,21.133476,21.458824,21.927471,21.93024,21.637428,20.827438,19.686346,17.60153,16.694542,15.937698,15.7602825,15.357857
15.782723,15.539193,15.225204,15.080009,14.932863,14.874172,14.476039,14.988878,16.144812,17.823795,19.379498,20.56976,21.847038,22.445244,22.822132,22.771778,22.769127,22.022608,20.974918,19.180876,17.855885,17.130463,16.673237,16.06968,15.767846,15.4049835,15.028735,15.057782,14.926824,14.4511595,14.304211,14.984364,16.048449,18.007376,19.792515,20.794893,21.728102,22.313744,22.965633,23.098274,22.93493,22.161457,21.142624,18.904398,17.755085,16.679705,16.321802,15.799931
15.739667,15.165395,14.470612,13.98997,13.761211,13.718085,14.042786,15.04441,16.077026,17.269712,18.590273,19.657602,21.093739,22.032074,22.785309,23.13424,23.480186,23.177965,22.705498,21.402847,19.912317,18.538692,17.529188,16.42092,15.673246,14.939091,14.184027,13.968456,13.676418,13.141531,13.806679,15.111284,16.030622,17.366552,18.832106,19.891943,21.002592,22.093006,23.06221,23.490631,23.67578,23.40054,22.964678,21.224684,19.788242,18.018696,17.057598,16.050951
13.864452,13.292557,12.652294,12.15328,12.00684,11.954843,12.531536,14.499701,16.204727,17.8579,19.51954,20.852104,22.465958,23.436625,24.230005,24.519464,24.934628,24.438583,23.784334,21.892532,19.604229,17.621695,16.2335,14.732243,13.90056,13.125726,12.365416,12.274244,12.034689,11.255407,12.444176,14.691817,16.188253,18.161974,20.030508,21.285616,22.51929,23.54452,24.683998,25.182983,25.413225,24.957754,24.33163,21.75769,19.66976,17.054544,15.731632,14.358971
17.895798,17.070278,15.934738,14.977233,14.379871,14.161986,14.772356,16.729137,18.653166,20.666603,22.78287,24.482824,26.651745,28.063683,29.200243,29.638552,30.080597,29.424799,28.594887,26.416054,23.955915,21.771704,20.511421,18.907078,17.796177,16.707655,15.501457,15.0015335,14.294881,13.27762,14.498886,16.919739,18.63292,20.885494,23.264544,24.897406,26.59848,28.127274,29.64291,30.224573,30.422165,29.784008,29.001026,26.140215,23.779518,20.998241,19.813898,18.31785
18.118277,17.659725,17.09796,16.657543,16.414087,16.123508,16.091688,17.313854,18.789066,20.494009,22.003633,23.044994,24.087742,24.626247,24.985846,24.97481,25.033218,24.605732,24.257927,23.0951,21.85814,20.624454,19.76531,18.63859,17.926477,17.339678,16.779264,16.613039,16.312458,15.545912,15.855729,17.196745,18.607738,20.554632,22.294306,23.216251,23.944479,24.512867,25.217022,25.275711,25.142431,24.843407,24.451815,22.952642,21.721054,20.080038,19.238249,18.214523
27.979837,28.692644,28.04593,26.779873,25.65915,24.965813,25.499802,26.653427,26.647131,27.644026,28.0113,28.185986,27.93158,26.508501,25.525368,25.144037,25.559353,26.29187,26.530098,27.106955,28.24212,28.445183,27.807549,27.96481,28.176939,28.742235,27.536785,27.153845,26.941229,25.867395,26.311813,25.894602,26.21393,26.91103,27.625034,28.013256,28.160358,26.520605,27.135174,26.104061,25.858,25.767754,26.016293,26.880419,27.57417,27.554815,27.432219,27.74609
19.565783,19.369093,19.019924,18.884823,18.741552,18.708717,18.34423,18.65816,19.81606,22.051302,23.605717,24.474525,25.083988,25.155931,24.981596,24.509163,24.188414,23.340586,22.715498,21.739447,21.187405,20.732073,20.392046,19.834478,19.608177,19.241653,18.833212,18.890753,18.775835,18.336391,18.191439,18.64527,19.727179,22.201097,24.24522,24.751406,25.10094,25.044382,25.15335,24.830273,24.297377,23.580269,22.858744,21.685352,21.174667,20.430845,20.166378,19.73092
11.800767,11.5253935,11.206022,10.932695,10.836824,10.947414,11.376102,12.528357,13.487187,14.338117,15.127301,15.743433,16.432205,16.80759,17.094429,17.084782,17.098625,16.696968,16.226406,15.197967,14.119161,13.229919,12.698326,12.118571,11.788971,11.450045,11.091487,10.99596,10.875881,10.625437,11.395123,12.646574,13.457125,14.505747,15.3920145,15.904548,16.437391,16.76302,17.234028,17.365868,17.28051,16.883347,16.398043,15.081173,14.089315,12.946947,12.475855,11.962611
18.411001,18.151302,17.816486,17.475254,17.298279,17.488249,18.293879,20.199291,21.826368,23.159136,24.230116,24.979368,25.557178,25.778948,25.760809,25.273132,24.945501,24.153381,23.327078,21.931965,20.669659,19.866339,19.399961,18.650253,18.203121,17.828114,17.507906,17.424196,17.261614,16.875187,18.166857,20.19483,21.574339,23.317871,24.534817,25.042488,25.516975,25.464993,25.727682,25.493542,25.016285,24.301743,23.411863,21.642553,20.536947,19.357897,19.03039,18.312576
21.217186,21.915089,21.420326,20.712774,20.300655,20.338251,20.49486,21.614487,22.17926,22.676992,23.32725,23.615997,24.17492,25.175735,25.22219,25.218422,24.831234,24.180273,23.369617,22.616308,21.659035,20.65204,20.579308,21.191824,22.065435,22.873817,22.189043,21.730402,21.834166,21.311869,21.630983,21.691273,21.183533,22.048712,22.299423,22.782553,23.411968,24.293966,24.199875,24.427496,24.510002,24.083069,23.7952,23.15198,22.495096,22.34096,22.06731,22.858706
18.340048,17.880941,17.32282,16.839127,16.657578,16.376348,16.536715,18.013731,19.547354,21.120146,22.45895,23.440235,24.470968,24.982643,25.38021,25.503952,25.770332,25.448341,25.206516,24.123981,22.742548,21.173464,20.104698,18.97298,18.329432,17.717646,17.085333,16.940615,16.648092,15.8628025,16.436806,18.03649,19.495192,21.300196,22.852745,23.736305,24.471153,24.97125,25.696606,25.899963,25.999989,25.765348,25.504223,24.061277,22.699741,20.709106,19.69517,18.69291
18.640263,18.29619,17.83696,17.42047,17.20797,17.228386,17.831964,19.401108,20.720255,21.920696,22.955929,23.760054,24.573904,25.03375,25.303543,25.146431,25.078295,24.512846,23.936794,22.723427,21.538685,20.638155,20.005848,19.075274,18.479141,17.98365,17.54646,17.38591,17.135477,16.662392,17.694792,19.410334,20.58947,22.06119,23.268826,23.939444,24.573973,24.932407,25.477121,25.472614,25.24908,24.738312,24.12879,22.512732,21.447691,20.196152,19.66739,18.760078
13.961645,13.823612,13.52445,13.448306,14.513252,15.983556,17.851204,20.264435,22.006943,23.995354,25.605272,26.622215,27.826689,28.259506,28.23673,27.178982,26.059015,23.623764,21.868761,19.515642,17.485218,16.449327,15.637701,14.63661,14.7366705,14.307459,13.41876,13.793147,14.328278,14.330849,15.954359,18.568226,20.07954,22.710768,24.693586,25.831766,26.945835,27.265862,28.248703,28.155895,27.228462,25.556341,23.855497,20.750338,19.198786,17.066679,16.181873,15.254623
16.840109,16.592201,16.150295,15.73138,15.591419,15.689557,15.95699,16.981709,18.114151,19.47956,20.836637,21.663433,22.61887,23.015547,23.125698,23.008112,22.944012,22.176083,21.557198,20.409628,19.482563,18.875418,18.291769,17.592962,17.417534,17.107344,16.155039,15.931591,15.774916,15.242089,15.435402,16.316278,17.009912,18.440617,19.815775,20.951618,21.762983,22.510643,23.234701,23.309753,23.16401,22.783339,22.251726,20.992762,20.224222,19.165127,18.644033,18.08001
26.137516,26.762352,27.876522,28.70918,28.64936,28.574139,27.981148,26.447044,24.38182,22.135618,19.83443,18.782803,17.19802,16.391066,15.850338,15.278093,14.458739,14.686206,15.092834,16.721148,18.716818,20.784351,22.50759,24.066158,24.4044,25.345581,27.492882,27.87019,28.363361,29.134613,28.712172,27.381638,26.07272,23.840277,21.459925,19.690674,18.456541,17.069653,15.822586,15.292921,14.831676,14.581734,14.469071,15.835102,17.170715,19.363087,20.824812,22.29304
17.071709,16.784916,16.386015,15.949258,15.85688,16.245583,17.209618,19.078827,20.614227,21.83217,22.68528,23.299732,23.748648,23.859468,23.734512,23.229418,22.930515,22.25687,21.550148,20.35234,19.27252,18.584589,18.177301,17.429903,17.03212,16.625647,16.201736,16.050688,15.960798,15.837393,17.268068,19.200638,20.476303,22.069582,23.103762,23.494333,23.865723,23.643269,23.806885,23.52042,23.097782,22.465748,21.737036,20.138111,19.238398,18.2395,17.993523,17.290064
18.248528,17.969828,17.616613,17.303024,17.21354,17.49741,18.177843,19.756315,21.096376,22.295248,23.270197,24.013784,24.72035,25.01987,25.077902,24.703028,24.396152,23.691236,22.91376,21.623463,20.488497,19.707455,19.201109,18.512651,18.124249,17.725563,17.368715,17.262796,17.182297,16.974628,18.079613,19.766384,20.905197,22.445927,23.588036,24.144573,24.717978,24.791916,25.117775,24.937012,24.542917,23.829325,23.032486,21.3506,20.346348,19.238415,18.876232,18.248606
18.558857,18.104668,17.67379,17.24503,17.106262,17.476637,18.50905,20.370838,21.796013,22.96973,23.99422,24.718374,25.457878,25.857555,26.034664,25.754236,25.578762,24.9276,24.219395,22.871214,21.550549,20.522219,19.83568,18.989717,18.394138,17.846552,17.388569,17.244778,17.131273,16.91383,18.427948,20.416996,21.573376,23.109888,24.282274,24.822222,25.41771,25.614805,26.066694,26.019547,25.685446,25.085075,24.323921,22.606707,21.396973,19.97293,19.463108,18.648432
19.615849,19.045895,18.291874,17.789654,17.54447,17.058706,16.708477,17.776684,19.31139,21.304686,23.181559,24.619633,26.351517,27.354738,28.138405,28.462994,28.834938,28.408964,27.893139,26.199774,24.244621,22.511795,21.4513,20.289566,19.572426,18.805296,17.96484,17.728683,17.349752,16.322256,16.298147,17.662827,19.2373,21.450422,23.613043,25.028023,26.258703,27.411083,28.565662,28.9693,29.126968,28.758873,28.255875,26.060736,24.183811,21.926758,20.872261,19.884851
30.11619,30.110575,30.006523,29.810663,29.459063,29.078556,28.595177,28.036818,27.713655,27.502317,27.269606,27.076044,26.867956,26.769632,26.72181,26.74126,26.773888,27.179714,27.716724,28.619814,29.313591,29.716051,29.900211,30.09342,30.075006,30.059467,30.181053,29.935225,29.614286,29.510237,29.02559,28.377964,28.120049,27.596592,27.27144,27.16511,27.003105,26.966564,26.710648,26.615332,26.687372,26.95372,27.287613,28.135056,28.642643,29.443851,29.70472,29.963669
24.691864,23.933952,22.541636,21.17276,20.161957,18.983099,18.009224,16.792807,16.257114,15.792279,15.714996,15.812044,16.917358,18.550732,20.269955,22.061872,23.314001,24.777536,25.376896,26.023035,26.5062,26.520884,26.19487,25.890442,25.171352,24.607668,23.318428,21.985159,20.624763,19.806398,18.496778,17.42681,17.254925,15.798183,15.473544,15.619376,16.137802,17.903847,19.115004,20.310274,21.85623,23.466213,24.377941,25.484222,25.75053,26.389002,26.043919,26.064714
12.954082,12.685925,12.274154,12.1121235,11.870132,11.898148,11.479898,11.629993,12.286711,14.190853,16.17785,17.678455,18.901588,19.261036,19.390236,19.064487,18.90921,17.991035,16.990704,15.54662,14.647902,14.078285,13.696296,13.211568,13.058515,12.662611,12.121126,12.121549,11.892732,11.512485,11.283927,11.702781,12.214197,14.300915,16.702913,17.996822,18.866047,19.239769,19.57979,19.48282,19.043728,18.206657,17.224361,15.41878,14.634529,13.7556505,13.448145,13.125905
18.189354,17.803173,17.339413,16.932941,16.766966,16.436073,16.404264,17.712696,19.18791,20.729288,21.937773,22.74509,23.647137,24.139914,24.499199,24.544052,24.642742,24.25279,23.874086,22.694715,21.424791,20.32797,19.665121,18.645792,17.985796,17.49043,17.022476,16.850376,16.591578,15.841127,16.149136,17.567118,19.030264,20.7921,22.191763,22.890892,23.506664,23.98974,24.662296,24.78645,24.76568,24.461033,24.008797,22.504984,21.271206,19.835201,19.165424,18.255941
18.830902,18.28971,17.644913,17.250141,17.010578,16.584444,16.39236,17.383347,18.614683,20.166191,21.554722,22.551126,23.574114,24.130081,24.565672,24.70317,24.832937,24.465061,24.138882,23.111404,22.038568,21.018637,20.312067,19.370312,18.659702,17.957813,17.303818,17.127533,16.808144,15.97658,16.087044,17.21893,18.473902,20.185806,21.803658,22.734701,23.45294,24.042315,24.765213,24.94685,24.9388,24.645887,24.277723,22.973343,21.914133,20.553448,19.857891,18.989574
18.739403,18.354082,17.845978,17.360252,17.114258,17.155733,17.766964,19.394815,20.870625,22.172283,23.261213,24.00823,24.931873,25.444792,25.718853,25.6143,25.616295,25.1247,24.544786,23.166945,21.73333,20.699837,20.055656,19.159569,18.527285,17.990347,17.485407,17.268103,16.994347,16.48524,17.545776,19.345531,20.670298,22.272968,23.499619,24.14984,24.853935,25.26134,25.836695,25.878967,25.768133,25.313234,24.696682,22.909895,21.604794,20.218521,19.654041,18.751944
19.120348,18.650614,18.099873,17.578657,17.313673,17.32859,18.001125,19.790276,21.317814,22.673407,23.888107,24.780401,25.73725,26.214754,26.53432,26.498444,26.59013,26.100815,25.639387,24.328857,22.771915,21.406073,20.63798,19.649046,19.011684,18.386868,17.79888,17.543484,17.242342,16.664722,17.862593,19.807709,21.166874,22.814491,24.189949,24.964588,25.667603,26.061377,26.689331,26.787619,26.713757,26.313713,25.8056,24.10031,22.636404,20.87148,20.183395,19.33108
14.759466,15.648233,17.482897,19.709074,21.828049,23.75919,25.42149,27.348763,28.332594,28.730972,28.763502,28.779999,28.103952,26.722868,24.840998,22.801565,21.220753,19.251122,18.31027,16.94041,15.656212,14.989893,14.661646,14.169457,14.712499,15.162246,16.416185,18.401245,20.72246,22.050545,24.252672,26.300842,26.832003,28.659882,29.076258,28.91015,28.655113,26.8847,25.976849,24.609447,23.053045,20.938997,19.660364,17.78346,16.992058,15.4097,15.172094,14.6278515
12.971064,12.630565,12.068356,11.695515,11.393053,11.229418,10.971407,11.49008,12.418867,14.045411,15.470253,16.653461,17.36946,17.342064,17.021334,16.468508,16.01855,15.053502,14.570289,14.122147,14.012934,13.793747,13.649326,13.249313,12.945262,12.447205,11.831921,11.66443,11.299282,10.859926,10.779748,11.443442,12.319995,14.0871525,15.886565,16.84935,17.401083,17.192198,17.153223,16.751799,16.057983,15.2823,14.70157,14.130206,14.0130205,13.570352,13.479558,13.156042
18.868164,18.215431,17.408287,16.699146,16.254313,15.873482,16.059288,18.01711,20.18144,22.351732,24.205078,25.679508,27.334625,28.203562,28.773396,28.770874,28.865057,28.14489,27.427204,25.463085,23.251198,21.71836,20.998413,19.70321,18.847418,17.95748,17.092339,16.756556,16.16438,15.084861,15.875883,18.13079,20.194458,22.672941,24.793797,26.134869,27.419956,28.21639,29.221972,29.42337,29.286386,28.648531,27.908136,25.308125,23.30467,21.220722,20.52247,19.401209
19.031096,18.756643,18.309946,18.10646,17.886251,17.831831,17.496597,17.7058,18.388588,19.898653,21.33898,22.475706,23.423754,23.757023,23.913061,23.712921,23.568136,22.80038,22.07436,21.132917,20.590136,20.164,19.843082,19.309544,19.100512,18.69094,18.178627,18.117994,17.889313,17.505177,17.358404,17.729454,18.363087,19.992012,21.779112,22.71593,23.430275,23.75461,24.110727,24.050127,23.701574,23.00761,22.288485,21.093796,20.600208,19.919268,19.612787,19.23536
17.265366,16.47054,15.44549,14.5648,14.213556,13.933794,14.653925,17.208723,19.374912,21.43136,23.188383,24.587261,26.068792,26.964611,27.625587,27.787552,28.09313,27.5404,26.948849,25.055595,22.76051,20.73219,19.659655,18.200005,17.244804,16.195654,15.085972,14.660044,14.150221,13.127612,14.575866,17.405119,19.420172,21.77216,23.82698,25.07708,26.233833,27.007328,28.134525,28.444721,28.534027,28.093218,27.519615,24.942207,22.782827,20.16653,19.141245,17.853886
20.37724,20.275656,20.097435,20.034899,19.92591,19.972197,19.799349,19.910948,20.322596,21.204576,22.001482,22.612656,23.107244,23.259544,23.277588,23.108587,23.02424,22.466198,21.774313,21.05005,20.740667,20.587181,20.49184,20.39286,20.422787,20.263672,20.030378,20.034788,19.945414,19.784874,19.718344,19.958714,20.3201,21.313124,22.296383,22.74927,23.13465,23.20165,23.341867,23.321285,23.101715,22.565832,21.871681,20.996794,20.72513,20.423191,20.36936,20.349909
