V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1301.0635,1304.481,1304.128,1297.8616,1296.6388,1298.4067,1304.3726,1299.9407,1302.5515,1303.494,1304.4502,1303.6046,1304.3237,1305.8104
1192.9736,1187.82,1189.8596,1189.2344,1184.2582,1185.8591,1187.8379,1190.5253,1188.1162,1190.3632,1194.3809,1189.5752,1190.7866,1191.7356
1899.0095,1901.4843,1900.877,1900.0809,1901.5978,1900.7142,1900.4823,1900.9597,1900.7526,1901.2821,1898.2258,1901.7413,1902.6034,1903.8147
2689.7688,2696.4963,2692.9324,2695.4275,2689.1477,2683.4268,2693.1042,2699.8396,2694.678,2696.4639,2704.112,2702.2898,2699.3193,2698.4106
1290.6824,1292.9277,1293.0105,1293.6947,1294.3038,1291.5789,1291.7195,1292.5116,1292.5366,1292.5286,1292.56,1293.5315,1294.848,1294.9811
2059.414,2054.7896,2054.5295,2060.6611,2055.2698,2059.837,2063.782,2066.5295,2062.6245,2059.7747,2066.9456,2067.158,2065.646,2058.481
1928.2169,1926.5288,1928.3405,1929.9072,1928.4883,1927.8602,1929.8453,1929.9965,1930.7715,1931.9185,1933.2306,1932.5267,1933.4596,1934.0238
7935.465,7952.6743,7961.905,7956.626,7974.4717,7957.4507,7958.493,7958.5645,7970.1685,7982.99,7970.9565,7995.087,7998.5933,8001.809
1451.5897,1453.6892,1451.3804,1454.67,1456.6598,1454.4845,1451.5233,1450.945,1453.7517,1450.7151,1447.5474,1451.4833,1450.1901,1453.3215
5765.8335,5762.1396,5762.7275,5765.268,5755.466,5754.1562,5760.268,5767.749,5761.645,5760.9775,5762.0513,5762.337,5768.843,5764.0703
5708.5835,5712.4814,5708.08,5705.3276,5700.4336,5700.1074,5710.2505,5702.1494,5707.024,5706.8945,5704.229,5695.841,5695.5034,5708.289
1671.4344,1676.4575,1677.6321,1676.885,1684.249,1677.2372,1675.2231,1676.1152,1676.1538,1678.7869,1675.0387,1681.1145,1678.4229,1681.5931
2825.3928,2832.5417,2829.526,2823.384,2825.055,2822.4265,2827.159,2823.7236,2826.6047,2832.0518,2826.207,2829.9387,2826.153,2830.004
1624.3114,1624.2415,1623.1957,1621.9163,1618.0338,1623.205,1627.9845,1624.372,1626.6665,1626.258,1628.3041,1628.212,1625.5157,1626.0419
4392.3735,4394.514,4397.1606,4394.3003,4394.9214,4391.3267,4401.415,4398.001,4394.7715,4404.278,4406.327,4403.838,4407.4263,4411.5796
8258.721,8248.675,8249.849,8265.253,8266.556,8272.776,8273.593,8274.268,8274.984,8273.856,8288.554,8284.06,8280.686,8274.436
1276.6393,1282.4617,1280.8094,1276.9269,1274.0532,1271.2886,1276.9088,1272.3407,1276.1599,1276.7595,1272.9128,1272.957,1274.1508,1276.7264
2754.8062,2765.643,2766.056,2794.1792,2810.8801,2801.4153,2789.7107,2794.6218,2806.8418,2793.106,2783.5227,2821.1152,2804.1533,2806.1704
3897.8408,3890.607,3889.752,3895.8765,3889.695,3891.8516,3896.2485,3898.4734,3898.7996,3896.334,3897.4954,3894.2227,3895.258,3892.982
6955.055,6972.34,6979.7334,6981.067,6991.3555,6974.957,6972.211,6985.4937,6988.9043,6994.627,6992.7705,7003.5366,7000.032,7012.482
1755.8168,1752.2611,1753.6805,1751.7463,1747.5405,1748.2197,1755.6017,1755.9945,1753.4113,1756.9009,1760.2202,1758.0729,1755.8075,1755.1769
2147.3223,2147.3455,2145.3352,2143.134,2142.6746,2144.5005,2147.0334,2141.3486,2146.4778,2145.3193,2140.2854,2141.3826,2144.6453,2146.2832
2183.6392,2183.7583,2181.062,2178.8118,2176.709,2179.2053,2180.8218,2176.992,2182.1018,2180.1887,2175.5874,2177.5085,2180.1367,2180.3215
2125.2178,2122.415,2123.8672,2127.4255,2127.7869,2132.1516,2130.0283,2128.433,2127.8152,2128.1804,2124.0667,2127.8699,2126.173,2125.334
1919.6744,1927.3094,1929.3788,1925.2399,1925.5829,1922.0884,1928.3547,1927.5424,1925.1436,1932.4679,1930.8126,1930.0677,1933.5312,1934.1698
6829.8965,6850.756,6859.357,6849.5337,6841.8193,6838.2974,6859.258,6847.5444,6845.788,6862.5513,6870.445,6852.276,6856.5127,6866.0894
2355.579,2349.9658,2357.7246,2361.7388,2350.3398,2369.4365,2382.7708,2382.516,2369.25,2382.339,2397.8318,2387.618,2383.0068,2375.559
2200.4014,2190.8538,2198.3064,2209.2964,2194.808,2217.1155,2229.7964,2232.0989,2219.8027,2229.5896,2246.409,2237.4111,2235.9575,2221.9448
6691.038,6687.9424,6684.9365,6689.0254,6688.6377,6687.058,6687.6377,6677.5317,6709.5293,6670.1553,6670.778,6669.8774,6651.29,6659.643
7890.5146,7886.6216,7896.0312,7895.1294,7893.75,7904.5054,7920.6387,7905.038,7902.636,7902.1562,7923.4717,7926.0483,7923.94,7916.7324
3007.5854,3016.642,3023.0938,3029.9453,3036.4685,3027.6257,3022.7292,3030.2283,3027.7732,3028.8777,3022.1018,3037.0469,3034.2153,3038.2913
1501.3916,1502.9607,1504.822,1505.6096,1507.1257,1506.3678,1505.9164,1508.0953,1507.4398,1509.4244,1511.153,1513.8992,1513.016,1512.1371
1060.5056,1060.1226,1059.5281,1062.1476,1061.0237,1061.419,1061.2656,1061.0236,1063.3704,1059.6625,1056.3878,1056.6503,1053.8047,1057.0359
6161.5024,6140.277,6151.6343,6168.9526,6167.8496,6174.4883,6169.6855,6166.8574,6169.606,6170.009,6171.9106,6171.7666,6173.616,6172.198
2929.8118,2934.2349,2937.9648,2937.5522,2939.882,2935.9663,2935.5925,2939.1956,2937.4348,2945.1716,2939.4019,2943.6516,2945.559,2948.3384
1189.6304,1189.9941,1188.5773,1188.6969,1190.7551,1188.2646,1188.3689,1186.9774,1191.2505,1188.3391,1186.6875,1189.3365,1188.0493,1188.851
1176.878,1177.8928,1176.905,1176.0094,1178.557,1177.886,1177.7025,1176.0027,1180.7178,1178.1079,1177.6587,1180.4342,1177.5299,1178.4127
3799.7263,3803.8245,3804.3691,3795.0432,3798.4736,3799.8816,3798.183,3790.184,3803.3918,3799.0356,3780.4495,3794.7063,3795.8406,3798.4102
133.04335,133.03938,133.12834,133.13054,133.17703,133.29865,132.456,132.75328,133.07631,132.47427,131.99857,132.69734,132.64398,132.47998
1391.7142,1395.137,1395.141,1396.6318,1397.8367,1396.2683,1392.9972,1393.8477,1395.6642,1394.9376,1386.4661,1393.9575,1394.6471,1394.8318
2645.3457,2645.2593,2643.7056,2644.1409,2642.9353,2643.5598,2646.3904,2645.2952,2646.326,2644.9846,2646.4265,2647.2788,2645.5933,2645.608
2821.7375,2829.9924,2832.7634,2831.8582,2831.5542,2827.0059,2828.7615,2827.933,2828.993,2830.1284,2830.0845,2837.1375,2835.6506,2836.9321
6387.033,6384.889,6379.4917,6387.207,6376.3613,6387.951,6406.35,6392.887,6403.0864,6395.6963,6396.1294,6391.8784,6390.778,6395.147
7642.1226,7662.391,7655.19,7642.091,7650.551,7637.706,7639.736,7634.118,7648.716,7637.869,7622.246,7638.235,7625.6123,7640.0005
1076.3911,1078.3422,1077.4307,1077.1743,1075.4128,1074.8286,1079.1796,1076.6637,1079.1648,1079.1063,1079.1276,1077.488,1079.021,1079.4573
6218.2905,6232.158,6224.982,6202.3394,6178.0474,6189.795,6219.184,6217.673,6213.6606,6213.941,6221.4204,6209.5293,6215.3994,6222.17
1875.4788,1873.5575,1871.3394,1874.6766,1872.1753,1874.8457,1877.9435,1878.0345,1877.0284,1877.8716,1879.7853,1879.2651,1879.6532,1877.4698
3063.9897,3069.548,3069.7522,3070.1343,3070.2688,3067.9097,3068.6091,3070.2642,3069.5356,3068.9163,3071.2065,3070.1616,3069.7559,3073.1003
6887.7036,6884.3276,6885.5,6888.7983,6892.0503,6885.8076,6876.8076,6881.537,6894.4165,6886.2266,6877.6113,6883.447,6879.9116,6889.339
3001.0852,3004.1135,3005.6443,3006.7788,3009.078,3007.5442,3004.2998,3007.1316,3009.3462,3010.5796,3010.833,3012.734,3011.6272,3012.3916
1556.0193,1560.4786,1564.1489,1563.9432,1569.8369,1564.5758,1562.128,1565.8761,1565.4441,1568.5123,1568.8383,1572.9917,1569.6014,1575.3336
1568.2427,1572.9955,1575.5759,1577.4615,1579.8031,1577.1038,1574.2057,1579.0266,1577.7034,1579.122,1579.8079,1582.239,1582.1237,1583.3303
3901.6025,3904.4949,3903.103,3911.1018,3912.3857,3902.659,3899.6592,3898.9438,3900.9492,3896.403,3891.5935,3894.5232,3899.2458,3910.9194
3338.5293,3355.3232,3370.7715,3378.4414,3395.6257,3367.7139,3354.0017,3369.078,3379.1978,3378.293,3366.0532,3384.4373,3377.2861,3404.9463
1314.208,1315.164,1316.0857,1316.8888,1317.9176,1316.63,1316.0999,1316.8674,1317.0175,1317.4901,1315.6196,1317.5857,1317.6968,1318.6309
5112.5713,5123.3384,5125.748,5123.567,5132.974,5121.9067,5115.944,5119.668,5128.0283,5125.308,5113.5566,5123.3013,5127.457,5139.0566
5758.675,5754.947,5757.099,5769.5034,5761.932,5773.573,5782.688,5772.551,5776.9272,5772.412,5776.4365,5770.1597,5772.052,5769.154
6475.381,6475.6025,6476.997,6474.9277,6467.3765,6468.9214,6474.7197,6477.2485,6478.8203,6481.3857,6478.684,6473.2236,6475.7153,6480.138
1379.2572,1378.2899,1379.8845,1379.6923,1378.7651,1378.8778,1378.6561,1379.9991,1378.8778,1378.8501,1379.6781,1378.8104,1378.2479,1378.0199
1357.1898,1358.4316,1358.2051,1357.011,1355.7844,1353.5375,1358.2441,1359.0712,1354.3739,1353.6829,1362.6066,1359.7029,1356.8574,1357.1213
6473.469,6472.0127,6459.653,6468.2476,6461.138,6468.312,6474.148,6459.3325,6481.001,6470.007,6439.9697,6453.5405,6461.4307,6464.7524
1420.8716,1422.8628,1422.9868,1425.4431,1421.7666,1421.3833,1423.2976,1426.5778,1423.7217,1423.5148,1425.2444,1425.4736,1427.1227,1424.762
4231.234,4241.4673,4235.8013,4233.734,4219.66,4216.1436,4235.422,4243.352,4236.9414,4232.79,4256.821,4237.2935,4244.654,4243.75
4192.336,4189.11,4193.833,4195.3745,4194.8677,4196.4937,4190.993,4193.189,4190.033,4189.8203,4185.454,4187.744,4191.973,4186.2515
2681.0664,2680.8127,2678.6082,2680.8716,2677.2573,2678.7053,2685.2056,2682.5933,2683.1082,2681.6016,2686.6643,2685.5327,2685.9187,2685.1936
6314.3877,6313.8154,6309.9272,6309.134,6307.0767,6308.979,6311.7104,6308.5024,6317.914,6313.9053,6310.8867,6313.9077,6306.288,6309.1885
1285.7101,1283.485,1280.7869,1283.6947,1277.2625,1279.3052,1282.1246,1283.4435,1285.6089,1280.9202,1278.4863,1280.5024,1277.051,1277.6359
1231.6017,1233.3174,1231.802,1230.3607,1231.894,1232.0819,1231.8652,1231.0569,1233.3704,1232.7905,1228.0997,1233.4706,1232.3947,1233.0116
1543.8655,1547.8241,1548.5205,1546.6791,1546.8668,1543.8044,1550.1884,1545.9175,1548.2006,1552.3302,1555.5054,1551.2119,1549.898,1553.0221
2426.0342,2415.6833,2419.4556,2432.1697,2432.8594,2437.7842,2435.9155,2437.3215,2442.44,2440.1921,2442.8687,2437.7039,2438.9387,2436.2742
3069.6614,3074.4397,3070.926,3070.5022,3071.9556,3075.3535,3085.4478,3085.891,3093.7585,3095.879,3090.4128,3096.6858,3091.974,3088.3506
4178.6646,4174.0703,4175.8115,4175.852,4172.4688,4177.819,4178.097,4175.379,4176.528,4176.092,4172.0986,4172.531,4177.6943,4177.5293
6398.77,6440.2266,6453.1436,6460.2715,6493.885,6465.968,6453.589,6465.898,6475.248,6466.693,6452.0493,6493.9263,6470.0215,6493.6274
1635.0833,1630.7123,1632.4993,1636.7292,1635.4725,1640.0537,1639.0831,1638.6611,1637.5685,1639.1929,1637.5518,1641.5177,1640.706,1638.5619
1440.0825,1437.1368,1435.8982,1436.1615,1433.482,1436.6382,1435.8779,1435.3608,1436.4446,1434.3678,1431.1217,1434.1757,1436.8937,1434.1161
3839.0242,3837.9133,3835.9922,3838.145,3838.1172,3839.4424,3838.1343,3837.6262,3842.7861,3839.3445,3834.7407,3839.307,3836.5344,3839.0012
2640.576,2666.9854,2678.9558,2671.3403,2687.7354,2668.4148,2661.6692,2670.6265,2672.8953,2683.7207,2658.5012,2678.6492,2676.6897,2698.3726
7381.3594,7418.237,7421.727,7441.7056,7452.919,7437.131,7421.339,7462.659,7450.828,7463.71,7464.875,7468.157,7462.46,7481.1353
1850.1323,1852.2839,1853.5538,1854.499,1853.5663,1853.5155,1852.6337,1855.8419,1854.2844,1855.6207,1854.7518,1854.5417,1855.6896,1856.4719
4830.2954,4820.876,4828.722,4836.901,4831.927,4848.3066,4854.71,4852.4365,4849.371,4856.6226,4861.191,4863.344,4872.218,4861.4595
2873.198,2883.2385,2881.037,2879.9802,2882.3298,2880.7036,2885.4016,2881.8884,2883.3635,2883.606,2880.459,2880.7568,2882.4187,2883.6897
1650.1445,1649.3691,1654.7341,1658.9941,1662.0352,1659.659,1656.4567,1661.0449,1660.5762,1660.8976,1662.4944,1667.5269,1665.887,1665.1509
3906.0232,3915.0906,3913.0579,3910.3457,3909.083,3906.9177,3901.0034,3902.9636,3913.447,3901.8533,3892.476,3899.4126,3891.7207,3905.1907
5918.1953,5922.066,5918.4707,5914.472,5905.5728,5907.7017,5924.0015,5923.0522,5923.368,5925.3774,5930.281,5925.0947,5919.9556,5923.893
2466.7566,2461.6045,2460.662,2469.2988,2468.5688,2468.5222,2467.2554,2468.8955,2470.9087,2465.771,2467.5903,2471.8264,2468.9565,2467.6204
3825.7134,3825.9937,3823.2166,3817.9526,3803.4143,3817.1392,3824.8345,3812.2844,3824.2554,3824.7263,3812.3906,3812.9358,3817.0574,3816.6887
203.10643,203.43808,202.98792,202.53214,202.42632,202.27953,202.2473,201.91707,202.4464,201.62517,201.16214,201.27762,201.52548,201.45734
5384.3477,5380.3926,5379.3857,5376.922,5366.1045,5372.6025,5381.675,5362.572,5379.0723,5369.245,5363.7085,5351.1157,5345.2954,5356.9062
5343.7646,5379.726,5375.4756,5347.4453,5325.927,5339.046,5373.6543,5354.0576,5353.118,5372.0283,5350.851,5335.374,5358.2856,5368.6772
1004.423,1012.17737,1005.6598,999.52954,1002.57495,992.9396,1000.255,988.25195,1005.8556,1001.26685,985.85297,990.52136,984.79785,999.3317
2392.717,2393.3574,2396.826,2402.7344,2407.5784,2403.048,2400.7554,2405.1682,2404.4568,2405.285,2405.7214,2410.6245,2408.6934,2411.638
1790.7456,1804.9478,1808.5701,1806.6794,1815.999,1806.0481,1798.4243,1805.115,1813.6272,1815.3828,1801.5859,1817.191,1819.1067,1829.9717
11380.163,11389.31,11394.468,11404.603,11415.072,11409.9,11407.612,11410.14,11411.786,11427.577,11418.693,11431.082,11442.4,11445.67
6847.3315,6859.0083,6851.1646,6846.443,6843.174,6845.1235,6853.2734,6846.4946,6862.2065,6856.077,6847.0107,6850.8545,6843.9146,6850.43
3791.78,3790.9558,3792.486,3789.1987,3784.4329,3789.94,3788.7842,3787.9592,3788.4397,3787.251,3781.1826,3783.1418,3787.9973,3786.9858
3080.5586,3082.0383,3081.441,3080.2185,3079.6611,3080.8872,3080.9612,3079.8103,3081.6968,3082.2214,3077.6306,3080.5498,3084.498,3084.9421
3774.2617,3774.3237,3760.777,3760.7256,3745.5884,3753.8406,3798.7292,3774.2256,3784.5317,3782.1372,3790.9597,3788.3853,3802.2136,3801.2185
2950.5518,2953.7725,2955.2915,2955.1794,2957.3892,2954.8467,2953.1167,2954.8594,2955.1367,2956.9192,2954.1294,2956.7366,2958.1965,2960.084
1821.6545,1829.7308,1832.8992,1827.9205,1829.9807,1828.9202,1829.8,1833.1238,1832.4878,1837.0316,1838.1045,1838.9689,1840.8114,1840.6694
6297.8765,6307.5703,6320.4956,6331.8726,6334.891,6326.5225,6330.228,6346.82,6333.9165,6341.1914,6358.3354,6383.393,6373.6284,6355.4937
1783.2292,1781.1332,1781.5366,1780.755,1779.6038,1782.445,1782.951,1780.8793,1781.1859,1781.7004,1780.9678,1780.1334,1783.1946,1781.5106
1462.9591,1457.7931,1458.2648,1460.2532,1455.4667,1462.7579,1467.3694,1462.6348,1465.7972,1464.9319,1462.8447,1461.7606,1464.1188,1462.0214
1440.7983,1436.4548,1437.5607,1437.6808,1432.5917,1439.1364,1443.6892,1438.5216,1439.7233,1439.3569,1440.0829,1438.7366,1438.0492,1436.6824
1554.272,1552.6669,1553.5767,1553.7283,1554.1263,1554.4918,1554.5938,1552.9827,1553.933,1555.6854,1554.4098,1554.7887,1556.3444,1557.1456
4478.101,4490.4443,4499.022,4505.448,4520.3066,4504.9595,4497.217,4504.308,4502.3584,4505.9067,4495.8027,4506.9004,4495.3276,4510.068
11304.799,11315.401,11327.59,11350.448,11396.448,11373.77,11344.721,11352.934,11373.767,11374.921,11308.249,11367.857,11362.11,11388.613
1250.7386,1251.0741,1252.5237,1251.4058,1252.5342,1251.8757,1252.1555,1253.1095,1253.4559,1255.9608,1255.9462,1256.6526,1256.6655,1256.9034
1772.6855,1772.5286,1773.544,1774.4199,1775.7715,1775.2816,1774.5249,1774.2565,1775.2688,1775.8142,1772.487,1777.0231,1777.6143,1777.0537
4804.692,4805.8364,4809.558,4819.7573,4820.3906,4819.1406,4817.0415,4818.549,4822.049,4817.89,4816.9463,4819.0493,4817.513,4818.2524
2529.4553,2526.5437,2525.789,2529.722,2527.8342,2526.8416,2529.9653,2530.2148,2531.636,2531.7305,2534.1313,2531.6528,2532.8784,2532.2263
3286.6484,3299.3345,3301.157,3288.9023,3283.9,3281.2725,3292.8574,3276.6135,3285.7644,3293.064,3281.6782,3267.1765,3278.294,3289.854
2035.492,2047.1562,2055.1755,2050.3938,2048.9531,2038.912,2037.9244,2050.4863,2048.765,2059.0117,2057.8765,2054.4824,2061.5408,2069.135
1651.6841,1651.7256,1655.9828,1659.5156,1661.4636,1661.8507,1658.7084,1661.9844,1661.4978,1668.4364,1663.6649,1670.2823,1670.6151,1673.1493
769.2756,772.52496,772.43536,771.0406,768.7801,768.8164,770.72375,770.2464,769.4518,768.57654,767.97833,768.3761,767.81354,768.0877
735.31146,734.9243,736.49023,735.4958,733.54236,734.6581,735.92065,735.29346,734.70044,735.97876,736.52515,735.18536,736.3775,735.6192
1294.8231,1301.916,1305.5146,1306.3209,1309.3029,1304.6255,1304.8326,1307.1079,1304.7517,1311.3368,1310.3499,1313.7056,1319.7876,1322.4341
1118.6423,1114.6207,1114.8855,1118.2256,1112.647,1116.6759,1124.5702,1123.1633,1123.8096,1123.3694,1129.6296,1125.1752,1124.5488,1123.2494
1663.793,1658.4775,1657.7183,1660.3024,1659.2845,1663.9344,1661.8575,1662.0209,1665.2983,1662.9441,1661.0215,1664.904,1662.0453,1661.7274
1166.0984,1167.1053,1166.8317,1170.5167,1168.8883,1165.962,1165.2781,1169.4071,1167.1913,1167.5632,1165.8422,1165.9232,1168.3174,1168.9841
1565.0427,1566.4025,1565.6895,1566.5135,1566.4633,1564.914,1567.6536,1569.23,1566.698,1567.1371,1571.927,1570.9998,1569.4623,1568.7799
1304.3969,1302.0375,1302.3662,1305.4092,1303.3888,1305.8076,1307.0529,1308.2281,1306.2289,1307.7228,1308.2856,1308.0338,1309.7723,1309.4161
1737.8784,1738.8317,1741.0863,1745.873,1746.7623,1744.9509,1744.1111,1749.2649,1745.6832,1747.4608,1747.646,1750.1759,1751.975,1751.2032
1787.1198,1787.4966,1786.323,1788.0784,1784.4623,1789.279,1797.4243,1791.9543,1793.6559,1793.682,1795.3474,1795.3212,1795.6418,1794.137
2033.0236,2035.0746,2034.8785,2035.0828,2036.2501,2034.267,2033.3888,2034.5059,2035.2402,2034.5171,2031.4355,2033.9435,2033.4249,2035.3046
5445.112,5441.946,5437.7744,5444.1055,5425.954,5433.9976,5456.127,5450.9062,5455.801,5453.8066,5464.234,5449.934,5444.139,5447.7344
1887.5208,1885.8918,1887.34,1889.4182,1889.9827,1890.7057,1891.3752,1888.208,1889.6642,1892.824,1890.8057,1890.9233,1892.3337,1892.9618
1670.9242,1676.5801,1677.3654,1674.0857,1675.2141,1671.3712,1669.9946,1671.7504,1673.0098,1675.3988,1665.7751,1672.2675,1672.415,1676.5629
2707.8643,2711.801,2706.4841,2708.0847,2711.1572,2705.9338,2703.1182,2702.405,2706.9492,2702.9285,2690.4868,2692.4382,2691.6785,2704.9583
1966.3746,1981.8846,1979.4756,1974.1862,1972.9125,1967.8124,1971.7607,1974.7424,1968.02,1971.2838,1969.9845,1972.2734,1976.731,1976.1039
2528.4165,2529.6997,2533.0415,2533.2944,2531.0703,2533.6885,2540.0056,2533.067,2535.2952,2542.9797,2537.9363,2537.531,2541.7603,2542.7922
3736.0945,3752.131,3752.4927,3753.1382,3761.57,3759.0369,3752.7793,3752.2327,3760.5906,3762.9692,3745.6323,3761.953,3756.0642,3774.917
3813.6199,3824.7285,3822.393,3825.0068,3834.9,3830.4072,3825.5098,3824.2961,3831.6807,3829.935,3812.5007,3832.708,3835.5217,3839.1636
5805.8823,5813.743,5810.002,5811.016,5807.9097,5803.253,5818.2773,5818.529,5814.863,5817.397,5816.4834,5818.586,5825.9116,5827.9214
2239.694,2236.7432,2235.272,2236.921,2231.9182,2235.2253,2235.2358,2235.0808,2236.6492,2230.6443,2229.3086,2231.6914,2233.6409,2229.6587
2805.907,2809.7888,2812.107,2817.3115,2811.5603,2813.3982,2819.8157,2823.77,2820.8909,2826.0813,2823.5432,2822.5037,2831.904,2826.7598
3253.6865,3267.3662,3265.706,3260.7083,3265.6165,3257.119,3257.004,3255.076,3261.8386,3260.9329,3246.5195,3253.0547,3259.258,3268.74
6170.402,6169.5854,6167.9375,6174.539,6175.8403,6177.9663,6184.356,6182.0435,6183.4814,6179.982,6180.2593,6194.291,6184.844,6176.754
7123.9907,7125.9844,7129.825,7130.523,7138.103,7130.7847,7120.033,7128.3604,7131.127,7119.4116,7121.3276,7121.1616,7108.8115,7120.0957
6531.3486,6538.4785,6535.4233,6527.9556,6531.328,6521.7803,6531.116,6531.656,6531.4526,6537.806,6533.174,6534.6567,6528.634,6533.064
1241.1943,1241.4899,1241.4276,1242.0048,1242.4602,1242.0205,1241.6216,1242.1105,1242.1215,1241.7812,1241.3318,1242.5795,1242.6625,1242.5361
1505.4482,1508.0028,1507.2659,1510.1537,1509.7577,1509.692,1512.3529,1512.8132,1513.7909,1514.1079,1514.0342,1516.6676,1516.5581,1514.8805
2961.9263,2949.5017,2952.7034,2959.6677,2959.614,2962.323,2962.9548,2966.0833,2958.3127,2953.6638,2969.6035,2968.3225,2970.5945,2963.0696
4560.662,4563.466,4563.6694,4568.1147,4565.046,4560.7,4561.7397,4568.491,4561.099,4561.3936,4572.8516,4567.3496,4568.3438,4570.674
5448.485,5450.8037,5455.864,5458.357,5457.165,5454.9834,5455.554,5452.201,5454.92,5455.2754,5448.309,5450.525,5451.5405,5461.444
3754.396,3748.5872,3752.182,3753.0837,3746.7263,3763.8953,3771.416,3762.8906,3767.1206,3771.249,3774.4243,3769.893,3770.7068,3768.6316
7275.5537,7307.7544,7303.054,7283.315,7293.018,7300.952,7311.563,7315.0317,7347.1133,7333.898,7337.166,7356.5796,7334.4673,7337.1895
6394.273,6397.5327,6398.088,6397.56,6385.183,6406.778,6434.513,6432.5684,6415.9062,6429.204,6444.9897,6448.3374,6440.3994,6424.821
5532.86,5533.3374,5536.246,5538.416,5530.192,5545.634,5566.1045,5548.3315,5553.9224,5555.8447,5580.5522,5570.2017,5580.038,5579.8394
6101.774,6108.9233,6112.3105,6116.1587,6102.66,6108.6787,6123.8,6124.382,6114.54,6122.611,6120.5786,6114.7207,6138.109,6129.619
3378.5667,3398.811,3398.5056,3391.822,3399.605,3387.0134,3385.2466,3387.3015,3393.6648,3390.23,3377.3242,3394.2004,3387.6953,3397.4595
3492.989,3517.3865,3508.7466,3495.4292,3488.9878,3486.044,3502.996,3494.87,3497.683,3502.8552,3492.141,3495.008,3494.6443,3500.8228
3686.9878,3672.2417,3676.6516,3689.7546,3667.1978,3681.7747,3696.0376,3700.4941,3689.4763,3687.7217,3715.7039,3702.858,3714.805,3702.4236
4223.3965,4209.35,4221.9194,4240.6694,4229.201,4239.506,4253.7803,4260.7827,4242.3213,4254.6094,4289.579,4280.49,4285.446,4269.843
1620.9061,1622.369,1619.0653,1623.2954,1619.3666,1623.2909,1631.5446,1626.3267,1629.7151,1628.3132,1627.9137,1627.997,1627.166,1627.3849
1590.9313,1580.3965,1581.6757,1592.8326,1591.6747,1597.806,1585.2471,1596.8247,1597.1052,1587.2802,1588.5603,1593.4788,1584.8093,1581.9948
1549.3663,1551.4729,1549.6622,1548.9819,1549.5331,1549.4092,1549.3304,1547.4988,1549.52,1548.1853,1547.6448,1549.2524,1546.5137,1548.0953
1160.6891,1156.6129,1158.6721,1165.1139,1158.8649,1163.192,1168.2487,1171.8293,1164.167,1164.5991,1175.0914,1171.0789,1173.5974,1167.1581
3698.3901,3696.011,3704.1184,3706.8552,3705.5115,3706.56,3710.9746,3713.3481,3708.537,3718.6494,3719.3376,3722.329,3730.0315,3723.5752
6307.1772,6324.883,6330.43,6321.68,6314.6743,6310.736,6318.373,6315.766,6310.2866,6323.025,6318.5127,6307.1333,6314.459,6323.2715
5077.665,5076.8955,5082.112,5081.9966,5076.236,5080.265,5078.682,5078.9497,5079.0625,5083.418,5074.725,5071.675,5080.891,5077.563
1542.9391,1543.0654,1541.3207,1544.1256,1541.7618,1544.4473,1548.0475,1546.4136,1547.175,1545.6282,1546.3337,1548.1201,1546.3751,1544.908
2344.9812,2345.595,2345.0393,2346.8162,2345.8254,2347.2961,2350.5312,2348.7854,2347.7417,2346.388,2348.8796,2349.861,2347.9592,2348.16
2906.0164,2908.6746,2908.079,2918.726,2926.268,2922.47,2917.4412,2918.8298,2922.1182,2913.0916,2918.0254,2932.7087,2925.098,2929.157
1919.874,1927.159,1929.3998,1925.2725,1925.5669,1922.244,1928.3512,1927.4828,1925.2264,1932.1897,1930.7751,1929.854,1933.2954,1933.8959
1064.1707,1066.4624,1065.3862,1064.4443,1066.8868,1065.5192,1064.0037,1063.6119,1064.8757,1062.2693,1061.0542,1062.6039,1060.6636,1062.8734
1664.0618,1668.2191,1663.2611,1659.9077,1660.2122,1663.7086,1664.1791,1661.9244,1669.3984,1666.21,1664.9021,1663.612,1667.9436,1667.7985
1335.0757,1335.281,1335.6316,1335.406,1333.6696,1334.1848,1334.7467,1334.3442,1334.4098,1335.2495,1334.9496,1333.1666,1335.4214,1335.5496
10454.668,10498.286,10479.531,10476.226,10466.112,10468.837,10476.229,10490.378,10479.356,10474.79,10470.576,10463.3955,10463.003,10468.608
2774.1104,2769.746,2774.7292,2777.171,2773.1226,2773.4365,2777.9038,2786.408,2776.8308,2790.9148,2796.2917,2791.9438,2796.498,2797.2063
1949.2075,1953.7146,1951.7467,1953.6766,1953.6892,1948.3242,1948.4965,1951.1843,1950.9271,1948.6759,1946.6165,1947.3821,1949.1371,1953.2654
1477.2778,1475.8097,1473.9388,1476.5538,1466.1766,1474.829,1485.6041,1484.9355,1482.4302,1479.6654,1492.3434,1488.0569,1489.3613,1481.6023
1303.909,1307.6691,1308.0162,1307.689,1310.535,1305.8501,1307.406,1308.8505,1307.3185,1309.3932,1306.1664,1310.0479,1309.0725,1309.8949
1555.0676,1553.6903,1554.6053,1554.6987,1553.0339,1553.9706,1554.7712,1553.9752,1553.2963,1555.4858,1555.1877,1553.491,1555.8857,1556.449
2430.1194,2435.6218,2432.5322,2432.1611,2431.0544,2429.1873,2438.6487,2440.3093,2435.4202,2438.092,2440.3281,2441.008,2438.025,2437.412
