V1,V2,V3,V4,V5,V6
7509.8906,7871.4473,8292.158,8647.582,8963.094,9326.072
1998.6246,2001.0012,2000.2305,2001.4377,1998.7307,2006.2095
2639.2927,2665.5679,2691.7593,2703.345,2710.1836,2728.0103
11593.135,11869.603,12190.869,12481.271,12734.982,13026.82
3007.3071,3101.9988,3214.266,3311.8103,3411.0088,3506.0918
1562.0977,1565.0815,1569.3009,1572.3552,1572.4124,1579.8721
4217.2017,4373.739,4459.8774,4647.7793,4745.922,4651.1646
1879.5977,1883.3691,1876.8944,1905.5729,1895.4893,1933.1738
6024.9097,6022.4707,5870.457,6023.751,5983.373,6126.578
6251.9814,6484.961,6632.8237,6735.8535,6912.457,7045.676
4253.0996,4542.031,4867.1323,5151.2036,5410.3135,5624.3047
8761.361,9116.306,9427.938,9820.851,9889.737,9960.356
17227.523,17919.922,18740.742,19171.066,19466.137,20021.752
3961.9062,3930.3347,3771.412,3816.0251,3777.876,3828.3462
1140.0559,1118.9895,1043.9111,1094.919,1067.2638,1070.7144
1772.7395,1786.154,1790.803,1779.1058,1806.8914,1833.9442
2787.3413,2780.126,2766.896,2856.473,2794.0703,3023.7197
3052.148,3210.7744,3393.4775,3473.607,3612.4175,3770.5688
2649.4287,2811.5808,2982.0652,3120.3145,3192.7954,3242.7405
3975.727,4384.1807,4820.796,5151.121,5389.093,5613.877
8865.36,9093.872,9168.966,9002.495,9160.5625,9320.215
9253.164,9481.621,9753.754,9943.381,10162.508,10400.531
9390.271,9730.553,10072.715,10317.009,10490.928,10598.465
1388.2572,1414.2069,1438.8804,1463.3473,1474.6277,1490.8649
4385.969,4562.2446,4729.9683,4849.0293,4954.618,5085.001
3296.2617,3406.5757,3518.889,3599.7349,3629.608,3645.9731
5779.6597,5854.462,5920.531,5918.5977,5948.856,6057.208
1895.3921,1980.2998,2075.6484,2158.3196,2242.2842,2326.5342
2738.7114,2925.6729,3133.9727,3305.078,3458.3633,3607.6665
18146.27,19126.164,20236.531,21149.35,21969.547,22872.691
5003.77,5097.828,5132.9033,5196.0674,5178.293,5208.661
1126.248,1132.6549,1131.3567,1149.0343,1137.1538,1142.7216
1899.8525,2047.9128,2222.668,2328.7156,2439.284,2549.647
3542.0498,3828.7788,4145.4014,4398.8574,4632.3335,4854.367
5216.424,5541.339,5897.7334,6219.259,6466.2627,6716.6406
3036.2085,3215.5427,3429.8818,3605.8965,3798.2236,3970.543
7419.645,7670.104,7869.1904,8087.3843,8188.9785,8270.256
2982.7114,3084.7039,3131.524,3280.7769,3268.6045,3265.6104
3345.1602,3379.6147,3417.7417,3447.28,3470.4507,3505.9714
2942.803,2980.1938,3012.743,3052.4417,3046.8086,3122.3804
1980.0764,2068.011,2158.8977,2232.5757,2282.5288,2324.0308
1772.4117,1851.008,1926.6831,1993.9596,2024.9495,2058.663
12361.664,12764.299,12994.081,12954.242,13076.246,13475.535
13050.973,13272.609,13496.455,13698.467,13938.881,14057.532
4955.0234,4940.9297,4861.4785,4940.011,4867.1357,4889.7046
4727.758,5027.1333,5363.7705,5628.8726,5900.743,6152.2803
4360.5386,4470.379,4583.005,4671.5483,4803.718,4866.5645
2522.4607,2563.164,2603.234,2633.9897,2653.5278,2684.0854
11733.918,12363.79,13088.678,13717.695,14331.138,14978.494
10289.549,10898.898,11626.262,12267.9795,12939.674,13575.302
931.87103,934.9087,927.3207,946.29565,934.86597,945.9535
11128.677,11938.328,12856.929,13621.795,14398.835,15162.121
926.7884,920.83673,902.5617,915.34955,904.34674,907.0588
4541.4355,4746.0586,4971.4976,5170.133,5342.947,5513.41
2724.1765,2786.791,2848.8403,2897.0051,2925.9834,2972.7979
2076.8257,2161.452,2253.2832,2333.4314,2404.3882,2472.073
3127.0432,3278.024,3429.5554,3544.324,3634.96,3750.367
4769.2344,4915.1816,5071.033,5137.532,5216.0386,5356.9204
13091.064,14107.467,15249.17,16122.834,16900.658,17663.209
2448.935,2565.354,2691.422,2801.1077,2892.6577,2985.1577
7766.739,8042.787,8325.424,8541.843,8751.518,8963.206
2699.2678,2762.0305,2827.634,2885.6118,2917.3252,2949.6743
11912.967,12492.421,13226.165,13924.294,14789.521,15493.465
7342.9854,7305.8237,7227.5615,7251.825,7275.6846,7300.2534
6721.0454,6671.886,6571.3555,6595.2495,6610.9873,6631.708
1991.0807,1983.0978,1945.7651,1977.0535,1952.9666,1961.0845
2355.8445,2343.588,2298.1948,2332.7874,2301.8643,2301.3691
8083.297,9009.179,9701.1045,10172.745,10139.784,10396.797
4079.0308,4091.0422,4088.794,4114.955,4085.5742,4091.477
17039.871,17351.43,17709.04,17887.621,18129.133,18505.229
5791.1,5801.389,5793.6143,5832.277,5845.078,5920.4434
4063.8154,4265.7207,4482.147,4668.532,4835.9014,4988.324
5758.551,6038.2334,6303.281,6587.1978,6654.0156,6780.871
14141.551,14662.919,15227.729,15709.101,16107.074,16506.088
4819.7793,4704.5522,4448.086,4541.7446,4504.6987,4453.049
1351.9194,1414.613,1479.9565,1533.3364,1578.575,1618.0312
2626.7937,2818.6418,3028.624,3210.2004,3324.9277,3456.6821
3677.8289,3783.496,3894.0095,3984.3315,4040.733,4094.7932
1985.1385,2060.1665,2150.561,2235.939,2362.003,2446.1758
6071.7754,6291.616,6488.1846,6539.3745,6603.3457,6782.998
13110.734,13861.459,14645.959,15232.457,15498.727,15742.076
8998.654,9394.007,9826.797,10123.688,10379.712,10449.162
2339.413,2394.676,2404.9827,2468.0483,2449.3179,2535.4546
3331.3682,3485.2925,3452.9133,3776.099,3684.95,3604.435
10968.089,11409.627,11972.546,12525.213,13128.176,13700.871
4424.9736,4549.498,4682.741,4913.1533,5033.302,5185.7183
2968.182,3039.3877,3064.6245,3139.0981,3118.3206,3084.6575
3535.1592,3692.1558,3753.7715,4076.6436,3914.5703,4027.555
291.1585,319.73553,330.10815,364.87378,367.1803,411.8808
3831.8647,4001.8943,4134.765,4393.3164,4482.4624,4552.4385
2958.888,3193.312,3456.4531,3658.1658,3806.6064,3924.2842
7136.632,7589.038,8072.719,8416.62,8552.529,8764.674
7442.453,7635.2847,7693.8423,7881.8423,7874.0835,7846.3364
5786.7114,6171.193,6615.454,6968.888,7271.8193,7581.217
3210.5776,3490.983,3754.158,3957.4429,3999.693,4195.325
2000.269,2035.903,2052.4268,2059.8447,2118.7822,2136.5547
4171.8447,4505.8955,4866.1333,5141.406,5359.159,5616.961
11528.611,12046.734,12515.09,12927.818,13059.702,13104.932
3837.3203,3972.2104,4124.8325,4251.7417,4358.4443,4431.7256
10624.216,11595.853,12744.35,13660.8125,14524.358,15607.297
6044.8643,6413.045,6797.6543,7056.1113,7288.5513,7487.718
12193.604,13130.453,14099.18,14933.812,15591.092,16275.546
12476.266,13048.923,13711.281,14250.68,14709.123,15239.873
1626.5668,1666.4753,1699.6831,1719.8333,1708.8818,1728.6532
2914.706,3114.1855,3315.4907,3465.0405,3548.21,3667.4707
1459.9918,1460.9854,1445.9169,1454.4716,1454.5435,1452.33
4023.2285,4380.037,4846.103,5245.1753,5664.5405,6140.591
7879.769,8597.346,9497.443,10206.53,10903.107,11760.291
15009.661,15647.989,16316.795,16826.7,17181.504,17476.0
15193.988,15942.557,16769.281,17442.816,18268.11,18955.709
4965.373,5017.354,4978.8154,5200.2173,5141.337,5068.496
1525.9087,1561.551,1571.1853,1609.9019,1597.3473,1611.7946
6416.7627,6663.3315,6911.9175,7139.58,7233.7305,7307.979
1959.825,2005.6488,2035.3164,2026.226,2076.013,2127.4653
8324.727,8576.606,8766.059,9039.526,8883.425,8979.867
12425.709,13475.575,14552.959,15503.948,15904.967,16428.879
4685.298,4961.073,5251.0005,5493.6104,5645.9307,5792.2793
866.57855,881.3256,882.98914,905.3114,896.6724,898.91187
2237.8235,2362.3435,2493.82,2600.8457,2666.5588,2731.893
8914.362,8948.6,8952.77,8997.462,9002.456,8978.487
6785.9507,7000.366,7218.3896,7437.783,7535.5503,7691.814
1213.1003,1229.1505,1231.3254,1261.6232,1244.8123,1280.8477
9305.411,9840.332,10374.841,10812.219,10954.267,11251.143
10563.441,11020.17,11422.713,11650.398,11934.105,12141.339
2573.1965,2570.9785,2565.8318,2568.5698,2567.2893,2567.862
6474.135,6806.164,7155.7485,7434.0444,7612.176,7887.0967
1591.5486,1651.5796,1697.9646,1738.708,1758.5017,1784.134
3723.4937,3936.3809,4172.6934,4362.714,4506.1777,4662.1885
11642.836,12485.98,13490.544,14240.457,14938.573,15873.02
3338.0615,3431.6157,3513.853,3570.6458,3577.5173,3629.334
2326.616,2487.5818,2657.355,2797.0425,2915.0469,3067.7932
3423.5588,3441.647,3445.05,3469.0283,3460.5037,3508.386
2541.0474,2636.572,2718.4395,2776.4949,2798.4163,2850.9348
1814.7944,1908.5338,1993.0088,2043.0708,2037.6036,2110.149
6706.332,7118.33,7534.874,7806.6235,8061.4575,8457.8955
5893.882,6119.4346,6338.08,6512.991,6597.4854,6869.8867
6230.2354,6594.5396,7028.7886,7398.713,7836.5557,8200.844
1075.0786,1038.552,966.44385,972.3502,978.08606,954.66907
2693.791,2871.649,3075.8032,3253.5938,3417.1035,3576.121
4649.8413,4754.8755,4851.269,4879.3525,4885.8896,5000.129
1040.4911,1051.2722,1059.7482,1056.6881,1060.0131,1074.1494
9578.972,10323.502,11175.068,11741.529,12238.371,12897.631
5801.9717,6008.4297,6192.2017,6323.5576,6392.9707,6410.1494
1369.2681,1426.6296,1481.6957,1530.6104,1527.344,1567.9525
5466.9556,5682.7305,5910.9556,6102.843,6136.178,6223.154
13979.826,14904.018,16023.217,16864.736,17728.477,18809.412
2830.4656,2888.659,2906.271,2974.0,2970.5964,2948.664
3519.6562,3826.0664,4163.24,4392.421,4535.9404,4689.3164
2646.7537,2695.2385,2680.849,2836.9917,3180.686,2842.5693
1891.53,1972.9152,2043.6348,2151.6636,2212.8357,2219.349
10760.765,10954.193,11136.893,11345.715,11403.91,11596.203
7230.093,7314.27,7298.068,7388.752,7330.03,7422.2993
13144.553,14241.62,15523.814,16540.266,17493.68,18689.29
2848.9014,2921.2468,2886.8728,3053.48,2999.264,2960.76
685.9587,698.289,692.878,720.22266,714.5918,679.20105
5687.723,5959.3516,6199.964,6419.093,6553.496,6586.9604
3344.7603,3575.4668,3813.2312,4002.0908,4128.011,4285.834
8259.924,8527.153,8768.133,8974.128,9191.645,9302.377
8873.221,9046.562,9215.529,9326.124,9505.829,9572.146
9121.631,9339.479,9559.61,9699.765,9845.477,9963.297
588.2906,637.5283,678.0149,772.2392,733.6436,716.3114
2804.5564,2880.0771,2946.6353,2968.2717,3020.6343,3079.7898
10042.431,10584.529,11197.615,11715.01,12292.311,12806.056
6626.5615,6950.8774,7292.936,7377.7437,7503.7583,7805.592
3778.0525,4141.128,4580.415,4940.0356,5286.35,5703.3467
9206.742,9697.128,10230.593,10754.153,11100.379,11474.568
3435.6042,3662.385,3910.1423,4125.6113,4268.833,4428.972
10895.256,11726.978,12649.564,13475.117,14182.862,14950.885
2202.2642,2317.9678,2429.8328,2516.9995,2566.1108,2635.8481
1602.5349,1679.3525,1748.8148,1788.2417,1791.6503,1847.2195
1943.9443,1982.7578,2005.9753,1994.7207,2058.503,2104.0737
18848.793,19961.598,21226.805,21934.5,22752.637,23994.73
5124.378,5187.877,5164.8506,5275.4795,5220.1875,5360.524
4551.077,4597.8687,4629.901,4670.75,4716.6577,4752.191
4503.7246,4674.147,4855.8257,4940.0625,5024.6035,5182.6436
1416.0728,1382.7357,1299.6412,1334.4253,1329.0619,1311.9092
1954.1013,1972.376,1975.8552,1991.983,1998.3364,1997.812
12500.145,12840.735,13236.754,13607.229,14005.419,14305.28
9365.087,9650.729,9933.716,10242.248,10307.355,10575.138
9440.275,9785.457,10190.77,10554.128,10878.27,11234.448
11909.535,12274.664,12666.355,12992.904,13268.474,13522.398
1574.6185,1593.1676,1608.9094,1608.0544,1619.5289,1636.9731
5153.4917,5340.681,5534.7056,5686.8496,5811.421,5968.7295
7120.3394,7412.494,7714.064,7937.327,8027.6636,8126.009
3679.1858,3788.542,3880.436,3993.7058,3994.4116,4012.598
10776.0,10961.327,11138.457,11342.8125,11401.572,11591.656
9469.419,9683.491,9850.499,10076.511,9883.787,10084.153
3676.827,3757.0789,3850.3752,3945.2964,4025.35,4119.0693
22270.016,23871.172,25676.473,26967.371,28291.152,29889.055
5984.361,6160.198,6302.055,6430.657,6401.3633,6472.2104
12981.106,13758.26,14488.241,15004.77,15028.23,15669.84
1606.4757,1687.9807,1762.4314,1806.9246,1812.4286,1871.4253
7403.5537,7755.2705,8125.5312,8418.723,8643.994,8933.3955
3300.9326,3346.2205,3389.776,3425.0898,3461.4763,3440.108
6042.3086,6128.1226,6193.9663,6212.2383,6259.9697,6259.934
3292.9663,3383.8845,3468.9595,3536.0623,3577.3623,3622.7395
10845.609,11364.035,11761.472,12181.445,12457.579,12565.028
3665.1313,3877.2705,4078.5173,4255.297,4292.9854,4331.5884
6977.0317,7239.883,7529.5566,7691.08,7809.471,8022.978
2765.3706,2879.6929,2988.5752,3035.465,3107.9578,3133.4668
9383.986,9529.945,9665.052,9770.311,9812.46,9897.241
973.1582,969.5956,940.251,974.4512,951.47314,935.3176
3033.0269,3146.9116,3274.8955,3390.2185,3523.3655,3632.7188
5763.8374,5769.618,5749.458,5775.375,5790.292,5849.8506
579.8336,499.26733,315.1958,298.0481,321.68408,287.7307
8120.509,8754.937,9468.357,10050.944,10609.379,11146.518
7858.5713,7950.6387,8001.4297,8034.486,8094.203,8079.638
1524.1285,1498.0715,1411.6929,1444.059,1451.5319,1421.1964
1315.593,1329.6354,1337.7096,1350.286,1356.8464,1376.8036
4714.841,4828.19,4947.6343,4979.362,5047.7734,5156.52
7188.341,7251.728,7280.2437,7259.7866,7274.188,7323.8813
9279.227,9571.266,9821.054,10087.053,10071.711,10261.432
2137.0857,2185.1064,2234.2598,2263.821,2291.7737,2340.3765
6938.8145,6986.2705,6800.8096,7044.2505,6962.1064,6984.399
1504.1837,1553.1741,1600.896,1631.4824,1652.2622,1685.7777
10546.882,10850.285,11134.682,11381.891,11579.715,11765.879
5061.5024,5205.4087,5359.6406,5498.809,5616.2036,5735.3384
1864.3077,1952.2969,2055.5127,2147.1958,2243.9165,2333.232
12842.9,13274.483,13717.746,14093.299,14461.697,14846.537
13976.525,14564.164,15280.046,15916.289,16645.426,17226.871
2373.7139,2502.4314,2648.7764,2772.1333,2882.7544,2998.9658
5503.5596,5591.208,5685.828,5711.177,5817.4346,5955.076
13882.189,14556.303,15302.204,15941.742,16546.844,17138.457
2206.1323,2248.1729,2289.109,2311.06,2337.5288,2376.7031
3711.8877,3815.774,3922.7456,4013.2983,4061.3381,4149.0137
10776.608,11122.857,11495.637,11849.008,12176.693,12447.516
10376.107,10700.559,11016.074,11303.748,11556.594,11768.189
3124.9717,3269.6067,3438.5762,3583.898,3746.8577,3889.92
1618.5238,1662.9553,1712.2815,1756.1143,1794.9274,1834.3232
1853.2145,1910.365,1972.1494,2028.9161,2088.2888,2132.2356
1709.1343,1758.1355,1813.2534,1862.4197,1900.968,1946.1282
1743.0948,1774.4039,1802.2316,1809.3016,1822.0577,1846.341
4911.988,5432.3286,5804.3135,5955.96,6256.754,6436.0615
5438.446,5755.9434,6074.3213,6308.3115,6425.881,6710.546
2264.3647,2411.0984,2532.3877,2663.2747,2709.189,2713.6455
1879.8318,1890.5865,1898.9841,1905.5194,1914.1066,1920.0188
1094.9185,1095.2383,1094.6577,1095.5358,1094.7201,1096.4927
6974.7847,7171.925,7405.405,7554.3564,7674.242,7858.679
969.05975,964.7156,950.4669,954.6631,961.9384,961.8003
12548.912,12971.266,13453.293,13847.539,14195.1045,14621.033
9552.433,9780.27,10061.351,10333.369,10667.211,10943.441
8829.408,8887.992,8910.636,9009.604,8972.234,8937.023
10301.432,10794.63,11360.502,11852.213,12295.361,12761.535
1017.6043,1010.6824,991.8561,994.6264,999.53516,995.8209
12515.983,12866.844,13270.451,13621.863,13975.977,14325.127
1173.5851,1174.673,1169.5094,1179.9185,1178.1929,1179.6812
989.1636,991.6235,989.7017,998.6201,991.81573,989.75793
8764.894,8823.879,8847.14,8945.551,8910.286,8873.149
9117.258,9175.184,9240.729,9226.881,9265.104,9361.83
1522.7422,1563.9307,1605.1182,1635.1914,1652.7764,1686.811
9765.96,9816.864,9853.504,9892.131,9923.525,10023.075
4285.6396,4405.5103,4546.384,4691.34,4839.544,4975.535
4578.181,4611.0156,4630.0347,4657.7114,4694.4683,4736.9126
11970.462,12198.992,12417.591,12569.688,12730.271,12933.673
13103.976,13363.23,13626.958,13826.15,14033.16,14193.441
1169.5934,1170.5559,1168.9364,1173.9629,1169.3639,1173.3245
6780.0107,6969.6196,7155.6006,7269.9316,7366.9863,7520.243
1822.0339,1943.9976,2084.9004,2167.001,2254.9536,2398.0864
1770.8528,1759.9412,1743.2666,1747.592,1755.2307,1755.4875
2646.5208,2647.5757,2620.3901,2657.1833,2630.6035,2658.479
4844.282,5400.0244,5955.5,6389.159,6669.206,7021.25
7724.7925,8320.979,8905.473,9330.697,9425.637,9589.578
6199.0806,6425.107,6562.6865,6667.0503,6869.3047,6961.1006
6581.08,6864.706,7089.536,7215.6997,7261.8213,7429.718
8727.129,8976.517,9161.061,9422.248,9416.779,9401.084
6903.6533,6885.099,6700.6323,6804.3394,6764.1562,6714.774
9074.146,9140.322,9175.475,9123.043,9106.339,9410.781
2544.3994,2610.9883,2665.2659,2706.425,2677.99,2729.18
3594.2656,3781.7466,3972.274,4100.845,4163.677,4302.51
5366.7324,5695.534,5828.6445,6147.499,6355.8037,6752.3345
8206.789,8188.909,8081.3887,8170.463,8107.8613,8124.209
2525.5486,2652.2158,2793.3174,2910.561,2991.1443,3102.4502
2646.2673,2707.503,2704.4807,2719.0195,2796.5325,2905.975
8243.084,8497.1875,8655.642,8781.43,8690.395,8732.445
847.3219,801.4843,700.5509,705.6171,728.424,766.8172
9236.4375,9403.705,9498.284,9672.1875,9660.047,9549.691
4330.9673,4393.8096,4457.511,4547.2207,4599.348,4663.7705
7117.4717,7389.0127,7707.8706,7967.4277,8151.8105,8395.455
2027.2192,2031.2395,2031.5023,2037.009,2032.5505,2041.8239
1825.9396,1852.2494,1882.4875,1905.2684,1920.4836,1948.3236
1384.1659,1395.8489,1407.9551,1417.2677,1421.6754,1432.9983
11071.981,11647.743,12296.016,12822.766,13317.411,13785.66
9318.101,9961.416,10740.921,11359.84,11930.203,12637.518
4807.3604,5067.9746,5365.659,5604.709,5815.0713,6073.201
8127.605,8132.7715,8133.193,8139.435,8138.6094,8143.593
14183.371,14896.931,15691.824,16333.41,16885.55,17420.398
1365.5991,1404.5887,1447.1244,1476.9006,1496.7458,1511.9882
6993.673,7467.0576,8019.448,8391.463,8676.951,9129.445
3694.1187,3853.1052,4009.88,4069.9746,4224.37,4386.618
11692.704,12009.703,12365.515,12496.408,12731.888,12915.467
16742.102,17532.162,18373.23,18919.123,19240.047,19673.723
7855.339,8384.494,9048.843,9562.86,10064.765,10662.158
2578.6265,2782.0403,3037.4834,3216.622,3391.067,3621.4434
3677.3918,3854.2886,4069.9517,4237.8926,4399.5537,4561.1494
14861.371,16207.531,17741.8,18779.219,19695.562,20407.875
12131.635,12736.879,13366.893,13929.5205,14364.967,14869.3125
10947.432,11498.561,12097.672,12637.674,13078.744,13627.421
14253.641,14836.328,15462.008,15595.826,15918.863,16549.771
21242.604,22742.809,24404.207,25694.18,26614.906,27786.918
2003.5125,2152.9316,2328.5981,2474.3354,2598.7412,2742.7764
1637.1692,1672.887,1714.6675,1742.725,1760.8655,1785.6735
2175.1223,2198.813,2224.1343,2233.117,2239.9346,2254.2688
1518.4067,1534.939,1555.8405,1565.991,1572.2941,1586.2435
5517.8574,5658.5127,5819.6226,5942.4,6047.2637,6175.984
6119.7256,6283.5967,6459.8477,6494.287,6596.921,6730.422
3903.0598,3973.0981,4048.2349,4113.076,4177.58,4237.1724
4556.2153,4573.96,4596.2124,4617.218,4619.034,4700.692
1232.6384,1217.5295,1187.6167,1189.6302,1196.6936,1191.2952
15397.901,16241.922,17156.203,17710.031,18139.508,18880.842
5839.7446,6027.729,6229.8105,6336.9023,6460.882,6486.1973
1837.8469,1913.0577,1965.8962,2065.6729,2096.8914,2034.0117
8780.445,8824.066,8865.952,8916.21,8898.311,9037.775
25463.316,25694.893,25899.855,25789.975,25860.729,26381.18
740.05493,735.50446,724.7465,726.84033,731.4773,732.2722
1848.4761,1888.0453,1927.4045,1938.1045,1963.1853,2004.3113
3215.075,3329.522,3453.2876,3555.793,3640.234,3727.514
3775.0151,3747.664,3618.4993,3657.3762,3645.8496,3730.6416
18607.723,19706.107,20900.625,21617.273,22088.715,23804.422
9144.226,9597.346,10095.882,10464.453,10740.018,10938.397
5715.2935,5759.0176,5729.479,5694.8286,5869.0063,5840.6597
2430.3398,2442.7961,2451.6472,2452.9104,2469.3767,2477.146
2789.625,2771.6553,2743.047,2745.4204,2770.0662,2761.1162
2814.2742,2907.333,3012.439,3080.9937,3161.5952,3159.5688
5259.241,5553.2373,5868.5757,6054.5684,6212.4307,6305.5635
13441.357,14755.273,16280.628,17371.531,18194.48,19237.354
1753.3228,1767.9802,1781.7115,1817.9861,1799.2417,1813.4622
7448.834,7807.5938,8219.877,8462.124,8586.724,8796.18
4262.251,4513.1567,4827.8647,5038.145,5262.04,5536.747
5284.7705,5255.9805,5125.875,5180.625,5162.58,5172.117
8615.509,8874.068,9182.055,9435.368,9667.432,9938.897
3044.963,3111.4412,3194.2024,3250.2625,3294.1777,3359.6697
2230.8528,2288.9343,2299.9858,2373.9326,2320.8347,2360.1963
3563.2507,3576.5073,3585.1477,3593.5032,3586.6284,3604.438
2353.451,2560.1406,2628.8523,2925.103,2846.643,2665.1868
5164.411,5359.3013,5574.5522,5773.381,5945.7695,6120.717
2138.824,2142.9111,2120.1213,2113.952,2125.459,2164.6353
14781.295,15963.783,17226.314,18137.219,18928.598,19814.918
5771.182,5926.7104,6046.516,6207.9023,6271.105,6247.5425
4152.2236,4441.8687,4776.39,5053.243,5302.375,5587.038
24727.895,25050.746,24923.188,25449.75,26699.293,26370.611
24714.82,26057.371,27492.273,28105.992,29092.523,30395.988
5964.702,6010.123,6060.51,6152.865,6018.1772,6533.8145
2437.8723,2457.4143,2456.555,2465.1584,2491.206,2470.9692
12826.339,13061.753,13338.996,13533.934,13697.034,13965.826
4844.7197,4999.9053,5161.601,5233.248,5310.357,5325.4297
11102.632,11316.647,11480.353,11683.658,11729.8955,12331.43
2741.7542,2789.1533,2720.278,2875.4644,2806.431,2959.7195
1765.6714,1779.3875,1794.2828,1832.0935,1814.9514,1830.5885
9844.398,10577.555,11342.84,11827.27,12280.082,12787.806
9967.43,10033.078,10066.659,10174.902,10086.198,10135.247
522.2438,575.77563,591.5713,693.069,640.5299,622.94556
8865.553,9501.159,10265.758,10931.811,11592.153,12325.471
13487.545,14018.926,14646.916,14800.8955,14989.425,15536.6455
12630.21,13168.428,13869.609,14460.789,15073.792,15563.221
4159.083,4301.8726,4477.826,4620.715,4769.88,4897.0415
13012.289,13785.145,14595.875,15274.936,15786.232,16326.898
10438.006,10828.162,11291.078,11706.299,12113.342,12572.277
8618.28,9040.787,9487.29,9705.014,9930.463,10054.539
16663.648,17423.47,18225.703,19005.39,19136.93,20065.242
7917.221,8334.19,8819.707,9219.837,9572.221,9977.459
4001.621,4116.1646,4241.9067,4270.8633,4370.4336,4493.9614
7912.0513,8498.21,9213.486,9762.771,10317.391,11018.152
16150.879,16614.885,17096.72,17087.105,17392.07,17787.904
2859.442,3000.2175,3170.4937,3311.5044,3447.2207,3603.17
7232.5117,7718.4087,8267.459,8708.93,9073.375,9550.113
6807.12,6985.7607,7133.73,7136.5396,7414.9785,7311.589
16622.455,17329.041,18129.969,18581.402,19100.215,19771.31
23808.836,24604.898,25529.902,25852.562,26726.438,27271.879
1228.4369,1247.3192,1263.6204,1259.7609,1277.8308,1282.9796
6665.406,6678.4365,6690.2314,6704.656,6703.9443,6721.5728
13812.477,14899.393,16158.137,17125.598,17995.986,19020.24
14089.77,14458.99,14819.347,15139.728,15390.905,15587.689
12781.377,13100.926,13456.519,13710.928,13884.138,14036.384
4084.5212,4062.567,4015.1392,4013.299,4037.1436,4043.827
3950.9626,3956.8884,3938.738,3945.1702,3943.3118,4008.1375
5506.276,5676.18,5874.408,6041.4795,6182.111,6341.992
2481.03,2522.6956,2538.621,2587.4102,2586.4878,2550.7305
17235.408,18712.223,20280.625,21577.758,22566.18,23518.266
20029.57,21028.031,22089.695,22993.295,23746.146,24483.281
8967.814,9340.864,9709.451,10023.699,10193.288,10341.042
11068.42,11625.174,12199.03,12613.733,12620.912,12977.802
1491.0516,1554.5045,1596.8091,1672.0642,1583.4711,1624.4597
1598.0454,1714.4878,1643.7588,1899.7478,1909.9565,2057.5803
6557.8296,6647.5703,6706.488,6822.9023,6683.31,6758.3047
4614.3765,4681.901,4726.1714,4782.4487,4804.284,4792.647
7916.894,7951.125,7965.016,7995.471,7989.037,7962.421
8230.193,8632.675,9044.742,9500.292,9571.843,9555.377
8487.508,8845.986,9259.256,9546.863,9726.709,9971.731
6741.7393,6846.9746,6924.033,6991.724,7111.1514,7028.1772
5891.637,5991.3867,6058.3623,6037.669,6180.66,6154.477
4376.5693,4416.2812,4415.544,4434.578,4445.8296,4501.857
20750.244,20775.143,20709.57,20763.346,20836.14,20802.385
8119.2407,8317.345,8443.922,8419.551,8540.849,8752.942
6206.4043,6413.98,6624.8154,6757.6807,6808.6694,6919.0474
5869.328,6343.5166,6885.623,7300.212,7678.4443,8106.478
3100.372,3153.3042,3198.831,3198.1128,3225.5415,3245.3591
8902.655,9432.41,10062.115,10484.953,10892.047,11414.847
1619.2361,1649.792,1689.4436,1715.4607,1729.3004,1759.0637
2281.0864,2462.8862,2674.4602,2840.916,3008.8076,3165.6008
8133.9653,8304.916,8412.108,8547.25,8550.096,8578.443
5924.8193,5936.6562,5925.8477,5952.388,5935.536,5950.2583
7560.896,7541.352,7503.7188,7507.611,7513.9253,7504.025
5815.721,6219.079,6673.0605,7031.383,7351.4834,7685.2407
5159.66,5261.0034,5375.7627,5453.8184,5525.4688,5614.637
6367.0347,6689.039,7084.9424,7317.7207,7548.436,7895.2256
7579.3203,7651.4766,7721.0815,7699.021,7741.6816,7830.6416
2167.3335,2173.1177,2140.9817,2204.2234,2185.6167,2193.975
4324.7534,4700.797,5148.337,5516.05,5852.8276,6240.562
16344.148,17072.24,17886.11,18396.342,18971.95,19834.174
2861.6223,2929.9292,2957.4607,3014.6501,3090.7856,3086.077
6802.381,7044.01,7321.3677,7568.957,7757.1616,7979.2266
8050.356,8187.533,8331.855,8458.503,8589.164,8715.181
2058.4583,2068.202,2078.394,2086.26,2093.3447,2098.925
13487.627,13832.588,14041.076,14301.611,14477.02,14701.678
13045.556,13284.196,13388.537,13558.614,13734.98,13868.948
3048.325,3113.882,3148.3499,3193.607,3205.4941,3247.0996
5306.7207,5327.881,5320.2593,5382.062,5297.8545,5310.3696
1117.6613,1121.626,1123.8613,1128.4163,1128.3285,1126.8563
6375.499,6974.622,7686.224,8234.017,8721.306,9356.857
4465.543,4936.982,5499.302,5947.9883,6371.2783,6885.9043
10702.77,11735.262,12977.092,13995.311,14957.004,16082.634
10657.691,11444.756,12470.862,13347.238,14208.136,15214.562
3578.277,3942.755,4379.4946,4725.583,5069.0054,5481.63
5886.8467,5880.1196,5848.8677,5877.661,5881.4814,5927.5728
2191.8462,2233.774,2256.335,2296.304,2272.2583,2293.6746
5280.2905,5337.7446,5391.094,5440.6064,5432.1104,5451.436
4780.7534,4775.3022,4765.916,4766.0645,4784.5044,4814.0254
3704.287,4066.9507,4458.0205,4762.5063,5008.6235,5312.441
